state,source_dataset,referendum_row_id,jurisdiction_raw,jurisdiction_norm,referendum_type,election_date,unit_id,census_name,census_type,county,match_status,match_lane,evidence_strength,score,matched_vintage,basis,notes
MA,ma_dls,MA:5637,Southampton,SOUTHAMPTON,debt_exclusion,2015-07-09,22300801400000,TOWN OF SOUTHAMPTON,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Southampton' == CoG township (exact normalized),
MA,ma_dls,MA:5638,New Salem,NEW SALEM,debt_exclusion,2015-07-20,22300601700000,TOWN OF NEW SALEM,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'New Salem' == CoG township (exact normalized),
MA,ma_dls,MA:5639,Goshen,GOSHEN,debt_exclusion,2015-07-25,22300800600000,TOWN OF GOSHEN,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Goshen' == CoG township (exact normalized),
MA,ma_dls,MA:5640,Wendell,WENDELL,debt_exclusion,2015-07-27,22300602500000,TOWN OF WENDELL,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Wendell' == CoG township (exact normalized),
MA,ma_dls,MA:5641,Tolland,TOLLAND,debt_exclusion,2015-08-01,22300701600000,TOWN OF TOLLAND,township,HAMPDEN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Tolland' == CoG township (exact normalized),
MA,ma_dls,MA:5642,Alford,ALFORD,debt_exclusion,2015-09-08,22300200200000,TOWN OF ALFORD,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Alford' == CoG township (exact normalized),
MA,ma_dls,MA:5643,Otis,OTIS,debt_exclusion,2015-09-08,22300201900000,TOWN OF OTIS,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Otis' == CoG township (exact normalized),
MA,ma_dls,MA:5644,Hubbardston,HUBBARDSTON,debt_exclusion,2015-09-09,22301402000000,TOWN OF HUBBARDSTON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hubbardston' == CoG township (exact normalized),
MA,ma_dls,MA:5645,Hubbardston,HUBBARDSTON,debt_exclusion,2015-09-09,22301402000000,TOWN OF HUBBARDSTON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hubbardston' == CoG township (exact normalized),
MA,ma_dls,MA:5646,Hubbardston,HUBBARDSTON,debt_exclusion,2015-09-09,22301402000000,TOWN OF HUBBARDSTON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hubbardston' == CoG township (exact normalized),
MA,ma_dls,MA:5647,Ashfield,ASHFIELD,debt_exclusion,2015-09-10,22300600100000,TOWN OF ASHFIELD,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ashfield' == CoG township (exact normalized),
MA,ma_dls,MA:5648,Avon,AVON,debt_exclusion,2015-09-15,22301100100000,TOWN OF AVON,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Avon' == CoG township (exact normalized),
MA,ma_dls,MA:5649,Mansfield,MANSFIELD,debt_exclusion,2015-09-15,22300300800000,TOWN OF MANSFIELD,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Mansfield' == CoG township (exact normalized),
MA,ma_dls,MA:5650,Chesterfield,CHESTERFIELD,debt_exclusion,2015-09-21,22300800300000,TOWN OF CHESTERFIELD,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Chesterfield' == CoG township (exact normalized),
MA,ma_dls,MA:5651,Hopkinton,HOPKINTON,debt_exclusion,2015-10-26,22300901900000,TOWN OF HOPKINTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hopkinton' == CoG township (exact normalized),
MA,ma_dls,MA:5652,Provincetown,PROVINCETOWN,debt_exclusion,2015-10-27,22300101100000,TOWN OF PROVINCETOWN,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Provincetown' == CoG township (exact normalized),
MA,ma_dls,MA:5653,Provincetown,PROVINCETOWN,debt_exclusion,2015-10-27,22300101100000,TOWN OF PROVINCETOWN,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Provincetown' == CoG township (exact normalized),
MA,ma_dls,MA:5654,Westminster,WESTMINSTER,debt_exclusion,2015-11-03,22301405500000,TOWN OF WESTMINSTER,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Westminster' == CoG township (exact normalized),
MA,ma_dls,MA:5655,Leicester,LEICESTER,debt_exclusion,2015-11-10,22301402200000,TOWN OF LEICESTER,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Leicester' == CoG township (exact normalized),
MA,ma_dls,MA:5656,Washington,WASHINGTON,debt_exclusion,2015-11-14,22300202700000,TOWN OF WASHINGTON,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Washington' == CoG township (exact normalized),
MA,ma_dls,MA:5657,Otis,OTIS,debt_exclusion,2015-11-17,22300201900000,TOWN OF OTIS,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Otis' == CoG township (exact normalized),
MA,ma_dls,MA:5658,West Boylston,WEST BOYLSTON,debt_exclusion,2015-11-17,22301405300000,TOWN OF WEST BOYLSTON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'West Boylston' == CoG township (exact normalized),
MA,ma_dls,MA:5659,Brewster,BREWSTER,debt_exclusion,2015-12-01,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Brewster' == CoG township (exact normalized),
MA,ma_dls,MA:5660,Templeton,TEMPLETON,debt_exclusion,2015-12-05,22301404700000,TOWN OF TEMPLETON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Templeton' == CoG township (exact normalized),
MA,ma_dls,MA:5661,Templeton,TEMPLETON,debt_exclusion,2015-12-05,22301404700000,TOWN OF TEMPLETON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Templeton' == CoG township (exact normalized),
MA,ma_dls,MA:5662,Hardwick,HARDWICK,debt_exclusion,2015-12-08,22301401600000,TOWN OF HARDWICK,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hardwick' == CoG township (exact normalized),
MA,ma_dls,MA:5663,Carver,CARVER,debt_exclusion,2015-12-12,22301200300000,TOWN OF CARVER,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Carver' == CoG township (exact normalized),
MA,ma_dls,MA:5664,Whately,WHATELY,debt_exclusion,2015-12-15,22300602600000,TOWN OF WHATELY,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Whately' == CoG township (exact normalized),
MA,ma_dls,MA:5665,Princeton,PRINCETON,debt_exclusion,2015-12-17,22301403700000,TOWN OF PRINCETON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Princeton' == CoG township (exact normalized),
MA,ma_dls,MA:5666,Hadley,HADLEY,debt_exclusion,2016-01-19,22300800800000,TOWN OF HADLEY,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hadley' == CoG township (exact normalized),
MA,ma_dls,MA:5667,Norfolk,NORFOLK,debt_exclusion,2016-01-19,22301101700000,TOWN OF NORFOLK,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Norfolk' == CoG township (exact normalized),
MA,ma_dls,MA:5668,Deerfield,DEERFIELD,debt_exclusion,2016-03-01,22300600700000,TOWN OF DEERFIELD,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Deerfield' == CoG township (exact normalized),
MA,ma_dls,MA:5669,Granby,GRANBY,debt_exclusion,2016-03-01,22300800700000,TOWN OF GRANBY,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Granby' == CoG township (exact normalized),
MA,ma_dls,MA:5670,Williamstown,WILLIAMSTOWN,debt_exclusion,2016-03-01,22300202900000,TOWN OF WILLIAMSTOWN,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Williamstown' == CoG township (exact normalized),
MA,ma_dls,MA:5671,Billerica,BILLERICA,debt_exclusion,2016-03-05,22300900800000,TOWN OF BILLERICA,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Billerica' == CoG township (exact normalized),
MA,ma_dls,MA:5672,Lanesborough,LANESBOROUGH,debt_exclusion,2016-03-15,22300201200000,TOWN OF LANESBOROUGH,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lanesborough' == CoG township (exact normalized),
MA,ma_dls,MA:5673,Lincoln,LINCOLN,debt_exclusion,2016-03-28,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lincoln' == CoG township (exact normalized),
MA,ma_dls,MA:5674,Lincoln,LINCOLN,capital_exclusion,2016-03-28,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lincoln' == CoG township (exact normalized),
MA,ma_dls,MA:5675,Middleborough,MIDDLEBOROUGH,debt_exclusion,2016-04-02,22301201600000,TOWN OF MIDDLEBOROUGH,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Middleborough' == CoG township (exact normalized),
MA,ma_dls,MA:5676,Hardwick,HARDWICK,debt_exclusion,2016-04-11,22301401600000,TOWN OF HARDWICK,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hardwick' == CoG township (exact normalized),
MA,ma_dls,MA:5677,Harvard,HARVARD,debt_exclusion,2016-04-12,22301401700000,TOWN OF HARVARD,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harvard' == CoG township (exact normalized),
MA,ma_dls,MA:5678,Nantucket,NANTUCKET,debt_exclusion,2016-04-12,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Nantucket' == CoG township (exact normalized),
MA,ma_dls,MA:5679,Concord,CONCORD,debt_exclusion,2016-04-14,22300901300000,TOWN OF CONCORD,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Concord' == CoG township (exact normalized),
MA,ma_dls,MA:5680,Concord,CONCORD,debt_exclusion,2016-04-14,22300901300000,TOWN OF CONCORD,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Concord' == CoG township (exact normalized),
MA,ma_dls,MA:5681,Concord,CONCORD,debt_exclusion,2016-04-14,22300901300000,TOWN OF CONCORD,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Concord' == CoG township (exact normalized),
MA,ma_dls,MA:5682,West Tisbury,WEST TISBURY,debt_exclusion,2016-04-14,22300400700000,TOWN OF WEST TISBURY,township,DUKES,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'West Tisbury' == CoG township (exact normalized),
MA,ma_dls,MA:5683,Tisbury,TISBURY,debt_exclusion,2016-04-26,22300400600000,TOWN OF TISBURY,township,DUKES,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Tisbury' == CoG township (exact normalized),
MA,ma_dls,MA:5684,Groveland,GROVELAND,debt_exclusion,2016-05-02,22300500700000,TOWN OF GROVELAND,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Groveland' == CoG township (exact normalized),
MA,ma_dls,MA:5685,Groveland,GROVELAND,debt_exclusion,2016-05-02,22300500700000,TOWN OF GROVELAND,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Groveland' == CoG township (exact normalized),
MA,ma_dls,MA:5686,Groveland,GROVELAND,capital_exclusion,2016-05-02,22300500700000,TOWN OF GROVELAND,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Groveland' == CoG township (exact normalized),
MA,ma_dls,MA:5687,Southampton,SOUTHAMPTON,debt_exclusion,2016-05-02,22300801400000,TOWN OF SOUTHAMPTON,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Southampton' == CoG township (exact normalized),
MA,ma_dls,MA:5688,Lexington,LEXINGTON,debt_exclusion,2016-05-03,22300902100000,TOWN OF LEXINGTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lexington' == CoG township (exact normalized),
MA,ma_dls,MA:5689,Rockport,ROCKPORT,debt_exclusion,2016-05-03,22300501900000,TOWN OF ROCKPORT,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Rockport' == CoG township (exact normalized),
MA,ma_dls,MA:5690,Sandwich,SANDWICH,debt_exclusion,2016-05-05,22300101200000,TOWN OF SANDWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sandwich' == CoG township (exact normalized),
MA,ma_dls,MA:5691,Sandwich,SANDWICH,debt_exclusion,2016-05-05,22300101200000,TOWN OF SANDWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sandwich' == CoG township (exact normalized),
MA,ma_dls,MA:5692,Sandwich,SANDWICH,capital_exclusion,2016-05-05,22300101200000,TOWN OF SANDWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sandwich' == CoG township (exact normalized),
MA,ma_dls,MA:5693,Topsfield,TOPSFIELD,debt_exclusion,2016-05-05,22300502400000,TOWN OF TOPSFIELD,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Topsfield' == CoG township (exact normalized),
MA,ma_dls,MA:5694,Lancaster,LANCASTER,debt_exclusion,2016-05-06,22301402100000,TOWN OF LANCASTER,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lancaster' == CoG township (exact normalized),
MA,ma_dls,MA:5695,Ashfield,ASHFIELD,debt_exclusion,2016-05-07,22300600100000,TOWN OF ASHFIELD,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ashfield' == CoG township (exact normalized),
MA,ma_dls,MA:5696,Blandford,BLANDFORD,debt_exclusion,2016-05-07,22300700200000,TOWN OF BLANDFORD,township,HAMPDEN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Blandford' == CoG township (exact normalized),
MA,ma_dls,MA:5697,West Boylston,WEST BOYLSTON,debt_exclusion,2016-05-07,22301405300000,TOWN OF WEST BOYLSTON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'West Boylston' == CoG township (exact normalized),
MA,ma_dls,MA:5698,Weston,WESTON,debt_exclusion,2016-05-07,22300904100000,TOWN OF WESTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Weston' == CoG township (exact normalized),
MA,ma_dls,MA:5699,Berlin,BERLIN,debt_exclusion,2016-05-09,22301400500000,TOWN OF BERLIN,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Berlin' == CoG township (exact normalized),
MA,ma_dls,MA:5700,Berlin,BERLIN,debt_exclusion,2016-05-09,22301400500000,TOWN OF BERLIN,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Berlin' == CoG township (exact normalized),
MA,ma_dls,MA:5701,Cummington,CUMMINGTON,debt_exclusion,2016-05-09,22300800400000,TOWN OF CUMMINGTON,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Cummington' == CoG township (exact normalized),
MA,ma_dls,MA:5702,Georgetown,GEORGETOWN,debt_exclusion,2016-05-09,22300500600000,TOWN OF GEORGETOWN,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Georgetown' == CoG township (exact normalized),
MA,ma_dls,MA:5703,New Marlborough,NEW MARLBOROUGH,capital_exclusion,2016-05-09,22300201800000,TOWN OF NEW MARLBOROUGH,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'New Marlborough' == CoG township (exact normalized),
MA,ma_dls,MA:5704,Monterey,MONTEREY,debt_exclusion,2016-05-10,22300201500000,TOWN OF MONTEREY,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Monterey' == CoG township (exact normalized),
MA,ma_dls,MA:5705,Monterey,MONTEREY,debt_exclusion,2016-05-10,22300201500000,TOWN OF MONTEREY,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Monterey' == CoG township (exact normalized),
MA,ma_dls,MA:5706,Rowley,ROWLEY,debt_exclusion,2016-05-10,22300502000000,TOWN OF ROWLEY,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Rowley' == CoG township (exact normalized),
MA,ma_dls,MA:5707,Rowley,ROWLEY,debt_exclusion,2016-05-10,22300502000000,TOWN OF ROWLEY,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Rowley' == CoG township (exact normalized),
MA,ma_dls,MA:5708,Sherborn,SHERBORN,debt_exclusion,2016-05-10,22300902900000,TOWN OF SHERBORN,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sherborn' == CoG township (exact normalized),
MA,ma_dls,MA:5709,Spencer,SPENCER,debt_exclusion,2016-05-10,22301404300000,TOWN OF SPENCER,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Spencer' == CoG township (exact normalized),
MA,ma_dls,MA:5710,Stow,STOW,debt_exclusion,2016-05-10,22300903200000,TOWN OF STOW,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Stow' == CoG township (exact normalized),
MA,ma_dls,MA:5711,Wellesley,WELLESLEY,debt_exclusion,2016-05-10,22301102400000,TOWN OF WELLESLEY,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Wellesley' == CoG township (exact normalized),
MA,ma_dls,MA:5712,Aquinnah,AQUINNAH,debt_exclusion,2016-05-11,22300400300000,TOWN OF AQUINNAH,township,DUKES,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Aquinnah' == CoG township (exact normalized),
MA,ma_dls,MA:5713,Conway,CONWAY,debt_exclusion,2016-05-12,22300600600000,TOWN OF CONWAY,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Conway' == CoG township (exact normalized),
MA,ma_dls,MA:5714,Marion,MARION,debt_exclusion,2016-05-13,22301201300000,TOWN OF MARION,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Marion' == CoG township (exact normalized),
MA,ma_dls,MA:5715,Dover,DOVER,debt_exclusion,2016-05-16,22301100800000,TOWN OF DOVER,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Dover' == CoG township (exact normalized),
MA,ma_dls,MA:5716,Alford,ALFORD,debt_exclusion,2016-05-17,22300200200000,TOWN OF ALFORD,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Alford' == CoG township (exact normalized),
MA,ma_dls,MA:5717,Great Barrington,GREAT BARRINGTON,debt_exclusion,2016-05-17,22300200900000,TOWN OF GREAT BARRINGTON,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Great Barrington' == CoG township (exact normalized),
MA,ma_dls,MA:5718,Harwich,HARWICH,debt_exclusion,2016-05-17,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:5719,Harwich,HARWICH,debt_exclusion,2016-05-17,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:5720,Hubbardston,HUBBARDSTON,debt_exclusion,2016-05-17,22301402000000,TOWN OF HUBBARDSTON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hubbardston' == CoG township (exact normalized),
MA,ma_dls,MA:5721,Manchester By The Sea,MANCHESTER BY THE SEA,debt_exclusion,2016-05-17,22300501100000,TOWN OF MANCHESTER-BY-THE-SEA,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Manchester By The Sea' == CoG township (exact normalized),
MA,ma_dls,MA:5722,Mattapoisett,MATTAPOISETT,debt_exclusion,2016-05-17,22301201500000,TOWN OF MATTAPOISETT,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Mattapoisett' == CoG township (exact normalized),
MA,ma_dls,MA:5723,New Marlborough,NEW MARLBOROUGH,debt_exclusion,2016-05-17,22300201800000,TOWN OF NEW MARLBOROUGH,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'New Marlborough' == CoG township (exact normalized),
MA,ma_dls,MA:5724,Northbridge,NORTHBRIDGE,debt_exclusion,2016-05-17,22301403000000,TOWN OF NORTHBRIDGE,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Northbridge' == CoG township (exact normalized),
MA,ma_dls,MA:5725,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5726,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5727,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5728,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5729,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5730,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5731,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5732,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5733,Orleans,ORLEANS,debt_exclusion,2016-05-17,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:5734,Sudbury,SUDBURY,debt_exclusion,2016-05-17,22300903300000,TOWN OF SUDBURY,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sudbury' == CoG township (exact normalized),
MA,ma_dls,MA:5735,Sudbury,SUDBURY,debt_exclusion,2016-05-17,22300903300000,TOWN OF SUDBURY,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sudbury' == CoG township (exact normalized),
