election_name,jurisdiction_county,gov_unit_name,referendum_type,result,description
2004 General Election,*CITY OF CHICAGO,Ward 48,Advisory,Pass,"Should the US government promptly relinquish control of Iraq, and stop interfering in or moving further toward war with any other nation?"
2004 General Election,*CITY OF CHICAGO,Ward 48,Advisory,Pass,"Should the US government set up a national health care system that entitles every man, woman, and child in the US to medical, preventive, prescription, and long-term care?"
2004 General Election,*CITY OF CHICAGO,"Ward 49/Pcts 2,6,7,14,25,27,29,32,35",Advisory,Fail,"Should local, state and federal governments allow extension of Lake Shore Drive or establishment of any other roadways, marinas, housing or commercial structures as part of any lakefront expansion fro..."
2004 General Election,*CITY OF CHICAGO,"Ward 50/Pcts 25, 44, 45",Advisory,Pass,"Proposition to support a tax increase to restore services at the North River Mental Health Center, by hiring up to ten new clinical mental health professionals to address problems in our community of ..."
2004 General Election,*CITY OF CHICAGO,Ward 9/Pcts 1-58,Advisory,Pass,"Shall the State of Illinois allocate regional transportation funds for construction of the Red Line Extension, from 95th Street to 130th Street/Stoney Island, following the existing Chicago and Wester..."
2004 General Election,*DuPAGE,Village of Carol Stream,Advisory,Pass,"Do you support creating a new unit school district separate from School District U-46 if it is in the best financial and educational interests of the community? (Only Wayne Twp Pcts 2,4,15, & 23 are ..."
2004 General Election,*DuPAGE,Village of Addison,Advisory,Pass,"Shall the Village of Addison give financial support for the construction and/or operation of a Center for the Arts, which will house the ongoing cultural programs for visual and performing arts for th..."
2004 General Election,*DuPAGE,Village of Addison,Advisory,Fail,Shall the Village sell up to $10 million in General Obligation Bonds to acquire the Addison Golf Club & maintain the property as open space/recreational use? Selling the bonds will increase property t...
2004 General Election,*HANCOCK,Village of Augusta,Advisory,Fail,Shall the Village of Augusta enact ordinances authorizing the sale of alcoholic liquor on Sunday from 12:00 p.m. to 12:00 a.m. the following Monday?
2004 General Election,"*DuPAGE, COOK, KANE",Village of Bartlett,Advisory,Pass,Do you support creating a new unit school district separate from School District U-46 if it is in the best financial and educational interests of the community?
2004 General Election,*PIKE,Atlas Township,Advisory,Fail,Shall the number of precincts in Atlas Township be reduced from three to one?
2004 General Election,*MADISON,Madison County,Advisory,Pass,Shall the Governor and Legislature of the State of Illinois find a way to meet the State's responsibility to provide primary funding for the public school system in the State of Illinois thereby decre...
2004 General Election,*MADISON,Madison County,Advisory,Pass,Shall the Illinois legislature amend the provisions of the Property Tax Extension Limitation Law so that they apply equally to all property taxes levied in a County and thereby benefit all taxpayers e...
2004 General Election,*GALLATIN,City of Shawneetown,Advisory,Pass,Shall the City of Shawneetown enter into a long term agreement to purchase treated water from Saline Valley Conservancy District?
2004 General Election,*HANCOCK,City of Hamilton,Advisory,Pass,Shall the City of Hamilton enact ordinances authorizing the sale of alcohloic liquor on Sunday from 11:00 a.m. to 1:00 a.m. the following Monday?
2004 General Election,CITY OF CHICAGO,"Ward 2/Pcts 14,20,31,44,46",Advisory,Pass,"Proposition to establish a Bronzeville Housing Trust Fund to be used exclusively to produce, preserve, and increase affordable housing by an increase of .009 of the current property tax bills of all p..."
2004 General Election,*CITY OF CHICAGO,Ward 20/Pct 44,Advisory,Pass,"Shall the Mayor of Chicago & the Alderman of the 20th Ward, instruct the Dept of Planning and Development to undertake those measures that will result in a grocery or produce store on the SE corner o..."
2004 General Election,*CITY OF CHICAGO,"Ward 20/Pcts 27,31,33.46",Advisory,Pass,"Proposition to establish a Bronzeville Housing Trust Fund to be used exclusively to produce, preserve, and increase affordable housing by an increase of .009 of the current property tax bills of all p..."
2004 General Election,*CITY OF CHICAGO,"Ward 21/Pcts 11,12,53,58",Advisory,Pass,"Shall the Chicago Pk Dist & the Chicago Bd of Education work together to build a full-service, year-round field house at the William H Ryder Elementary School Playground...in order to provide recreati..."
2004 General Election,"*COOK, CITY OF CHICAGO",Cook County,Advisory,Pass,"Shall the Illinois State Government provide adequate funding for comprehensive & appropriate substance abuse treatment for any Illinois state resident requesting services from a licensed provider, com..."
2004 General Election,*WINNEBAGO,Harlem Township,Advisory,Pass,"Should the Winnebago County Board Forest Preserve Dist be administrated by an independent non-partisan board of 7 elected commissioners serving without salary similar to other elected boards, e.g. par..."
2004 General Election,*WINNEBAGO,Harlem Township,Advisory,Pass,Shall Harlem Township make the acquisition and establishment of green space within it's borders?
2004 General Election,*WINNEBAGO,Harlem Township,Advisory,Pass,Do you favor establishing casino gambling in Winnebago County?
2004 General Primary,"*MONTGOMERY, CHRISTIAN, MACOUPIN",Panhandle CUSD 2,Advisory,Fail,Should the Board of Education of Panhandle CUSD 2 ask the voters to approve a referendum to issue health-life safety bonds to make appropriate repairs to the Raymond Grade School building so as to all...
2004 General Primary,"*PEORIA, CITY OF PEORIA",Peoria County (Taxpayer Action Admendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,"*STEPHENSON, WINNEBAGO",Durand CUSD 322,Advisory,Fail,"Proposition to use the remaining $570,000 of its 1999 Capital Development Board school construction grant funds for future needs of the dist, construction or otherwise, rather than use grant funds in ..."
2004 General Primary,*CITY OF EAST ST. LOUIS,East Saint Louis Township (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*EDGAR,Edgar County (Taxpayer Action Admendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*GALLATIN,Gallatin County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*PUTNAM,Putnam County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*WINNEBAGO,Harlem Township (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*HENRY,Henry County (Taypayers Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*WOODFORD,Village of Metamora (Taxpayer Act Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*LaSALLE,LaSalle County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,"*LEE, DeKALB, OGLE",Lee Center CUSD 271,Advisory,Pass,Do you support a detachment of the Franklin Center attendance area from Dist 271?
2004 General Primary,WILL,Village of Park Forest (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*CHAMPAIGN,Village of Philo,Advisory,Fail,Proposition whether to construct and maintain a mandatory sanitary sewer system estimated construction cost of $5.4 million financed by $1.5 million grant & loan of $3.9 million...for total estimate m...
2004 General Primary,*CHAMPAIGN,Village of Rantoul (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax only on those individual who make more than one quarter-million dollars a year (less than 2% of all taxpayers) in o...
2004 General Primary,*CITY OF CHICAGO,"Ward 25/ Pcts 2,6,11,12,13,15,17,19,20,22,23,24,30 and 31",Advisory,Pass,Shall the alderman be required to hold open public meetings on all zoning-related changes in the Pilsen community?
2004 General Primary,*CITY OF CHICAGO,Ward 43/ Pct 17,Advisory,Pass,"Should Illinois eliminate any tax on the first $12,000 of income earned (currently, all income after only $2000 is taxed), and for the state to break even, raise the income tax rate from the current 3..."
2004 General Primary,*STARK,Stark County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*STEPHENSON,Stephenson County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 10,Advisory,Pass,"Should the U.S. government promptly relinquish control of Iraq, and stop interfering in or moving further toward war with any other nation?"
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 10,Advisory,Pass,"Should the Patriot Act be immediately repealed & law makers oppose any new legislation that violates rights of privacy, allows for indefinite detentions, or enables the government to target & jail imm..."
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 10,Advisory,Pass,"Should the U.S. government set up and manage a universal health care system that entitles every man, woman, and child in the U.S. to medical, preventive, prescription and long-term care?"
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 20,Advisory,Pass,"Should the U.S. government promptly relinquish control of Iraq, and stop interfering in or moving further toward war with any other nation?"
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 20,Advisory,Pass,"Should the Patriot Act be immediately repealed & law makers oppose any new legislation that violates rights of privacy, allows for indefinite detentions, or enables the government to target & jail imm..."
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 20,Advisory,Pass,"Should the U.S. government set up and manage a universal health care system that entitles every man, woman, and child in the U.S. to medical, preventive, prescription and long-term care?"
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 49,Advisory,Pass,"Should the Patriot Act be immediately repealed & law makers oppose any new legislation that violates rights of privacy, allows for indefinite detentions, or enables the government to target & jail imm..."
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 49,Advisory,Pass,"Should the U.S. government set up and manage a universal health care system that entitles every man, woman, and child in the U.S. to medical, preventive, prescription and long-term care?"
2004 General Primary,*CITY OF CHICAGO,Ward 48/Pct 49,Advisory,Pass,"Should the U.S. government promptly relinquish control of Iraq, and stop interfering in or moving further toward war with any other nation?"
2004 General Primary,*CITY OF CHICAGO,Ward 49/Pcts 1 thru 44 all,Advisory,Pass,Should the voters of this ward protect their constitutional rights by opposing President Bush's newly established executive power to secretly arrest and imprison any citizen or immigrant?
2004 General Primary,*CITY OF CHICAGO,Ward 49/Pcts 1 thru 44 all,Advisory,Pass,"Proposition to support phasing in UN authority for Iraq & phasing out US troops, transferring the $66 billion in occupation cost to the process of debt cancellation for poor nations, starting with Afr..."
2004 General Primary,*CITY OF CHICAGO,Ward 49/Prcs 1 thru 44 all,Advisory,Pass,Proposition calling upon the federal government to enact a jobs and economic stimulus program...
2004 General Primary,*WARREN,Warren County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax only on those individuals who moke more than a quarter-million dollars a year (less than 2% of all taxpayers) in or...
2004 General Primary,*BUREAU,Bureau County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*VERMILION,Carroll Township (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*SHELBY,Shelby County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*LAKE,Shields Township,Advisory,Pass,Should the salaries of Shields Township elected officials be reduced to the amount in effect prior to the year 1997?
2004 General Primary,*UNION,Union County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,"*DuPAGE, COOK",Village of Bensenville,Advisory,Fail,"Shall the Bensenville Park District remove (De-Annex) The White Pines Golf Course from the Village of Bensenville, which will result in the loss of tax dollars that are used to fight O'Hare expansion?"
2004 General Primary,"*DuPAGE, COOK",Village of Bensenville,Advisory,Fail,"Shall the Village of Bensenville continue to provide taxpayer supported Village services to the White Pines Golf Course, if the Bensenville Park District removes (De-Annexes) the White Pines Golf cour..."
2004 General Primary,"*DuPAGE, COOK",Village of Bensenville,Advisory,Pass,"Shall the Village of Bensenville apply liquor license controls uniformly throughout the Village, including the White Pines Golf Course, to prevent the problems associated with the abuse of alcoholic b..."
2004 General Primary,*DuPAGE,Addison Township,Advisory,Pass,Do you support a restrictive cap on all future homeowner property tax assessments?
2004 General Primary,CITY OF AURORA,Aurora Township (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*LIVINGSTON,Livingston County,Advisory,Pass,Proposition whether a new nursing home should be constructed with host county fees from the county landfill provided that a tax is approved for the purpose of maintaining the existing facility and the...
2004 General Primary,*CHAMPAIGN,Cunningham Township (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,"*VERMILION, CITY OF DANVILLE",Danville Township (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*DeKALB,City of Sycamore,Advisory,Pass,"Shall the Sycamore City Council be directed from further approving a residential development (or developments) for a period of seven (7) years, with the exception of housing for the elderly, homeless ..."
2004 General Primary,*WILL,Mokena Public School Dist 159 (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*WHITESIDE,Whiteside County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*WILL,City of Lockport (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*CHRISTIAN,Christian County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*MADISON,City of Alton,Advisory,Fail,"Shall the City of Alton provide an emergency ambulance transport service through the fire department, within the city llimits of Alton, utilizing the daily firefighter/paramedic staffing available Mar..."
2004 General Primary,*MASON,Mason County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*McDONOUGH,McDonough County,Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*COLES,Coles County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,"*COOK, CITY OF CHICAGO",Cook County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*JACKSON,Jackson County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*JEFFERSON,Jefferson County (Taxpayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*JOHNSON,Johnson County (Taypayer Action Amendment),Advisory,Pass,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*HARDIN,Hardin County (Taxpayer Action Fund),Advisory,Fail,Proposition to create an Education Trust Fund which would raise the state income tax on those individuals who make more than a quarter-million dollars a year (less than 2% of all taxpayers) in order t...
2004 General Primary,*WINNEBAGO,Harlem Township,Advisory,Pass,Shall the County of Winnebago establish impact fees (requiring the payment of fees upon the sale of new residential construction) to be used to support public education?
2005 Consolidated Election,*LaSALLE,Village of Tonica,Advisory,Fail,Proposition to develop a new village park.
2005 Consolidated Election,*HANCOCK,Nauvoo-Colusa CUSD 325,Advisory,Fail,Should the Bd of Ed of North Hancock HSD 305 postpone the sale & issuance of any bonds authorized at this Consolidated Election until the earlier of three years or the time at which such Bd of ED coul...
2005 Consolidated Election,*COOK,Village of Hoffman Estates,Advisory,Fail,Shall the Village of Hoffman Estates permit nightclubs to operate within 1000 feet of a residence?
2005 Consolidated Election,*COOK,Village of Hoffman Estates,Advisory,Fail,Shall the Village of Hoffman Estates continue to expend money to pursue the creation of zip codes unique to Hoffman Estates?
2005 Consolidated Election,*COOK,Village of Hoffman Estates,Advisory,Fail,Shall the Village of Hoffman Estates permit the construction of additional billboards within Village boundaries along I-90?
2005 Consolidated Election,*MASON,Village of Kilbourne,Advisory,Fail,Proposition whether the village should proceed with the municipal sewer project.
2005 Consolidated Election,"*HANCOCK, HENDERSON, McDONOUGH",La Harp CUSD 335,Advisory,Fail,Should the Bd of Ed of North Hancock HSD 305 postpone the sale & issuance of any bonds authorized at this Consolidated Election until the earlier of three years or the time at which such Bd of ED coul...
2005 Consolidated Election,*LaSALLE,La Salle County,Advisory,Pass,Proposition to reduce the size of the County Board from 29 to 11.
2005 Consolidated Election,*HENRY,City of Colona,Advisory,Fail,"Shall the City of Colona enact an ordinance requesting that the entire City of Colona be annexed to The Rock Island County Metropolitan Mass Transit Dist ""MetroLink"" as provided for by 70ILCS 36 10/3..."
2005 Consolidated Election,*COOK,Village of Schiller Park,Advisory,Pass,Shall the Illinois Legislature reform the method for funding public education in order to increase per pupil funding?
2005 Consolidated Election,*COOK,Village of Schiller Park,Advisory,Pass,Shall the Illinois Legislature require the City of Chicago to share with suburban communities revenues Chicago receives from casino licenses?
2005 Consolidated Election,*COOK,Village of Schiller Park,Advisory,Pass,"In the event the Village of Schiller Park receives revenues from casino licenses issued for the City of Chicago or the Village of Rosemont, shall the money be used for capital improvements?"
2005 Consolidated Election,*HANCOCK,Carthage CUSD 338,Advisory,Fail,Should the Bd of Ed of North Hancock HSD 305 postpone the sale & issuance of any bonds authorized at this Consolidated Election until the earlier of three years or the time at which such Bd of ED coul...
2005 Consolidated Election,*IROQUOIS,Village of Cissna Park,Advisory,Fail,Should the Village of Cissna Park allow the sale of alcoholic beverages on Sundays?
2005 Consolidated Election,*IROQUOIS,Village of Clifton,Advisory,Fail,Given that the village is mandated to provide a village wide sewer collection system...Shall a sewer treatment plant be built within the Villageof Clifton?
2005 Consolidated Election,*IROQUOIS,Village of Clifton,Advisory,Pass,Given that the village is mandated to provide a village wide sewage collection system...Shall the Village of Clifton partner with another community for its sewage treatment?
2005 Consolidated Election,*LAKE,Beach Park Fire Prot Dist,Advisory,Pass,"Since 89% of voters in the November 2, 2004 election desire continuation af ambulance service, shall the Beach Park Fire Protection District consider providing 24 hour emergency paramedic ambulance co..."
2005 Consolidated Election,*CITY OF PEORIA,City of Peoria,Advisory,Pass,"Shall the City of Peoria, Illinois impose a ban on full nudity in new and existing adult cabaret clubs and strip clubs as early as April 2005?"
2005 Consolidated Election,*CITY OF PEORIA,City of Peoria,Advisory,Fail,Shall the City of Peoria purchase the Peoria water system for the price which has been previously announced?
2005 Consolidated Election,"*HANCOCK, HENDERSON, McDONOUGH",Dallas City CUSD 336,Advisory,Fail,Should the Bd of Ed of North Hancock HSD 305 postpone the sale & issuance of any bonds authorized at this Consolidated Election until the earlier of three years or the time at which such Bd of ED coul...
2005 Consolidated Election,*SANGAMON,City of Springfield,Advisory,Pass,Shall the City of Springfield abolish the Office of Public Health and transfer responsibility for local health services to Sangamon County.
2005 Consolidated Election,*COOK,Maywood Park Dist,Advisory,Pass,"Should the Maywood Park District take all steps that are legally required in order to sell the property located at 8th Avenue and Walton Street, with the proceeds of the sale to be used for park or bu..."
2005 Consolidated Election,*COOK,Maywood Park Dist,Advisory,Pass,"Should the Maywood Park District take all steps that are legally required in order to sell the property located in the 1000 block of 10th Avenue, with the proceeds of the sale to be used for park or b..."
2005 Consolidated Primary,*COOK,Town of Cicero,Advisory,Pass,Shall the Town of Cicero seek federal funding to establish a Historic Bungalow Initiative that would provide opportunities to restore and rehab bungalows through the provision of loans and grants?
2005 Consolidated Primary,*COOK,Town of Cicero,Advisory,Pass,Shall the Town of Cicero file criminal lawsuits against identified suspects on behalf of Cicero residents or Cicero business establishments seeking restitution for damages resulting from gang-related ...
2005 Consolidated Primary,*COOK,Town of Cicero,Advisory,Pass,Shall the Town of Cicero attempt to secure state and federal funding to construct a Central Avenue Bridge over the Burlington Northern/Santa Fe Rail Yard?
2006 General Election,*SANGAMON,Pawnee Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*TAZEWELL,Pekin School District 108,Advisory,Pass,"Shall the voters authorize and expect immediate steps and actions of and by school district officials, to seek the consolidation of Pekin School District 108 with Pekin Community High School District ..."
2006 General Election,*DuPAGE,Downers Grove Township,Advisory,Pass,"Shall the U.S. Government immediately begin an orderly and rapid withdrawal of all of its military from Iraq, beginning with the National Guard and Reserves?"
2006 General Election,*LEE,East Grove Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the requirement that voters publicly declare their political party?"
2006 General Election,*LAKE,Moraine Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*CHRISTIAN,Mt. Auburn Township,Advisory,Pass,Shall Illinois adopt an open primary law allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?
2006 General Election,*COOK,N. Berwyn Elem. School 98 & S. Berwyn Elemen. School 100 & W. Morton High,Advisory,Pass,"Would you be in favor of combining North Berwyn Elementary School District 98, South Berwyn Elementary School District 100 and Morton West High School into a single, consolidated school district?"
2006 General Election,*SANGAMON,Gardner Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*KANE,Geneva Township,Advisory,Pass,Shall the USA Government begin an orderly military withdrawal from Iraq?
2006 General Election,*COOK,Village of Harwood Heights,Advisory,Pass,"Shall the Harwood Heights Village Board change our Comprehensive Development Plan to require a higher percentage of single family homes and townhomes, and a lower percentage of condominiums in redevel..."
2006 General Election,*COOK,Village of Harwood Heights,Advisory,Pass,Shall the Harwood Heights Village Board change its Comprehensive Development Plan to require land to remain vacant and generating little or reduced property tax revenue?
2006 General Election,*McHENRY,Prairie Grove Consolidated School District 46,Advisory,Pass,Shall Prairie Grove Consolidated School District 46 use excess property tax proceeds on hand to reduce the district's bond and interest levies as long as the District's cash reserves are greater than ...
2006 General Election,*LEE,Harmon Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the requirement that voters publicly declare their political party?"
2006 General Election,*ADAMS,Honey Creek Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*COOK,Village of La Grange,Advisory,Pass,Shall the Village of La Grange enact zoning legislation which will enhance the existing character of each neighborhood within the Village?
2006 General Election,*COOK,Oak Park Township,Advisory,Pass,"Shall the United States Government immediately begin an orderly and rapid withdrawal of all military personnel from Iraq, beginning with the National Guard and Reserves?"
2006 General Election,*WINNEBAGO,Owen Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*COOK,Berwyn Township,Advisory,Pass,"In order to halt the continuing loss of human life and resources necessary to meet human needs at home, shall the U.S. Government immediately begin an orderly, rapid withdrawal of all military personn..."
2006 General Election,*LaSALLE,LaSalle County,Advisory,Pass,Should the LaSalle County Supervisor of Tax Assessments be elected by the people of LaSalle County?
2006 General Election,*LaSALLE,LaSalle County,Advisory,Fail,Should LaSalle County have county-wide zoning?
2006 General Election,*GALLATIN,Village of Omaha,Advisory,Fail,Shall the Village of Omaha consider to allow for the sale of package liquor (not for consumption on the licensed premises) in said Village of Omaha?
2006 General Election,*GALLATIN,Village of Omaha,Advisory,Fail,"Shall the Village of Omaha adopt a Village-wide Trash Collection System, whereby the Village would contract out to the lowest bidder and bill the village residents on a monthly basis with the water bi..."
2006 General Election,"*COOK, KANE",City of Elgin,Advisory,Pass,"Shall the members of the 95th General Assembly appropriate funds in the next state budget to create an Elgin chapter of CeaseFire, a program that uses community-based strategies to reduce and prevent ..."
2006 General Election,*CITY OF CHICAGO,"Ward 26 - Precincts 1,3,16",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,"Ward 28 - Precincts 1,3,12,13,15,16...",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,"Ward 3 - Precincts 4,5,6,7,10,11,15...",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,"Ward 30 - Precincts 20,29,32",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,"Ward 31 - Precincts 3,6,15,17,23....",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,Ward 32,Advisory,Pass,Should the residents of the 32nd Ward of the City of Chicago endorse the underground heavy rail transit option proposed in the Chicago Transit Authority's Circle Line Alterative Analysis Study?
2006 General Election,*CITY OF CHICAGO,Ward 33,Advisory,Pass,"Should the hospitals of Chicago rebate their tax breaks of $300,000,000 to the taxpayers if they fail their obligation of providing free or discounted health care to patients who cannot afford their s..."
2006 General Election,*CITY OF CHICAGO,Ward 33,Advisory,Pass,Shall the government of the United States fully fund research for medical technologies that utilize stem cells solely for regenerative cures?
2006 General Election,*CITY OF CHICAGO,Ward 33 - Precinct 15,Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,Ward 39 - Precinct 12,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
