election_name,jurisdiction_county,gov_unit_name,referendum_type,result,description
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 3,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 4,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 4,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 5,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 5,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 6,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 6,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 7,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 7,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 8,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 8,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 9,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 9,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 24 Precincts 18 and 19,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 24 Precincts 18 and 19,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,*CLINTON,Clinton County,Advisory,Pass,"Shall the board of Clinton County correspond with the boards of other counties of Illinois, outside of Cook County, about the possibility of separating from Cook County to form a new state and to seek..."
2024 General Election,*IROQUOIS,Iroquois County,Advisory,Pass,"Shall the board of Iroquois County correspond with the boards of other counties of Illinois, outside of Cook County, about the possibility of separating from Cook County to form a new state and to see..."
2024 General Election,*JERSEY,Jersey County,Advisory,Pass,"Shall the County Board of Jersey County correspond with the boards of other counties of Illinois outside of Cook County about the possibility of separating from Cook County to form a new state, and to..."
2024 General Election,*GREENE,Greene County,Advisory,Pass,"Shall the board of Greene County correspond with the boards of the other counties of Illinois outside of Cook County about the possibility of separating from Cook County to form a new state, and to se..."
2024 General Primary,LAKE,Village of Wadsworth,Advisory,Pass,"Shall the clerk in the Village of Wadsworth be elected, rather than appointed?"
2024 General Primary,"COOK, *WILL",Village of Homer Glen,Advisory,Pass,Should the Village of Homer Glen take appropriate action and pursue appropriate efforts to potentially dissolve or discontinue township government?
2024 General Primary,DuPAGE,Bensenville Fire District No.2,Advisory,Pass,"Shall the trustees of the Bensenville Fire Protection District No. 2 be elected, rather than appointed?"
2024 General Primary,CITY OF CHICAGO,7th Ward of Chicago,Advisory,Pass,"“Shall our Alderman Greg Mitchell & Mayor Brandon Johnson support a Community Benefits Agreement (CBA) ordinance to prevent the displacement of renters, condo & home owners in South Shore in light of ..."
2024 General Primary,COOK,Thornton Township,Advisory,Pass,"""Should the Township open a second food pantry in the Township to provide food assistance to the residents of Thornton Township?"""
2024 General Primary,COOK,Thornton Township,Advisory,Fail,"""Should the Township charge a fee of two dollars ($2.00) per person, which shall increase annually by the cost of living, for access to the Township’s soup and salad bar?"""
2024 General Primary,CUMBERLAND,County of Cumberland,Advisory,Pass,"Currently the County Board has oversight of the Ambulance Service, as they created a Special Service Area Board years ago. Only one, or at most, two County Board Members are in the Special Service Ar..."
2024 General Primary,DuPAGE,Wayne Township,Advisory,Fail,Shall Wayne Township levy an annual tax of not more than .15% upon all taxable property in the township for the purpose of providing community mental health facilities and services for persons with a ...
2024 General Primary,DuPAGE,Village of Winfield,Advisory,Fail,Should the Village of Winfield encourage the placement of electric vehicle charging stations in commercial areas of the Village?
2024 General Primary,DuPAGE,Village of Winfield,Advisory,Fail,Should the Village of Winfield consider adopting environmental policies to help limit climate change even if such policies are more expensive to the Village and its residents?
2024 General Primary,DuPAGE,Village of Winfield,Advisory,Pass,"Should the Village of Winfield consider allowing an additional dwelling unit, commonly known as a coach house, on single family properties where lot size allows?"
2025 Consolidated Election,*COOK,Village of Summit,Advisory,Pass,"""Shall the Village of Summit issue bonds to obtain sufficient funds to repave all alleys in the Village?"
2025 Consolidated Election,*COOK,Village of Summit,Advisory,Pass,"""Shall the Village of Summit manage all parks and recreation centers in the Village?"""
2025 Consolidated Election,*COOK,Village of Glenwood,Advisory,Pass,"""Shall the Village of Glenwood, Cook County, Illinois, pursue the creation and funding of a park district for the portion of the Village that is not served by a park district?"""
2025 Consolidated Election,*WILL,Homer Township,Advisory,Pass,Should the state of Illinois enact constitutional pension reform to protect workers' existing retirements and generate savings which could provide property tax relief or be reinvested in the community...
2025 Consolidated Election,*WILL,Homer Township,Advisory,Fail,Should the state of Illinois be allowed to force unfunded mandates on local governments who may raise property taxes to cover the costs of those mandates?
2025 Consolidated Election,*WILL,Homer Township,Advisory,Pass,"Should the state of Illinois create an independent citizens commission to draw fair and competitive federal and state redistricting maps, rather than allowing lawmakers to decide?"
2025 Consolidated Election,*COOK,Palatine Township,Advisory,Pass,“Should the state of Illinois enact constitutional pension reform to protect workers’ existing retirements and generate savings which could provide property tax relief or be reinvested in the communit...
2025 Consolidated Election,*COOK,Palatine Township,Advisory,Fail,“Should the state of Illinois be allowed to force unfunded mandates on local governments who may raise property taxes to cover the costs of those mandates?”
2025 Consolidated Election,*COOK,Palos Township,Advisory,Pass,"“Should the State of Illinois create an independent citizen's commission to draw fair and competitive federal and state redistricting maps, rather than allowing lawmakers to decide?”"
2025 Consolidated Election,*COOK,Palos Township,Advisory,Fail,“Should the State of Illinois be allowed to force unfunded mandates on local governments who may raise property taxes to cover the costs of such unfunded mandates?”
2025 Consolidated Election,*COOK,Palos Township,Advisory,Pass,“Should the state of Illinois enact constitutional pension reform to protect workers’ existing retirements and generate savings which could provide property tax relief or be reinvested in the communit...
2025 Consolidated Election,*DuPAGE,Bloomingdale Township,Advisory,Fail,Should the State of Illinois increase taxes by adding a new tax on Services?
