Election Date,Agency Name,County,Election Type,Measure Name,Type of Tax/Debt,Amount of Bond/Tax,% Yes,% No,Threshold Value,Election Result,Purpose
11/08/2016 00:00:00,Ventura County,Ventura,General,AA,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose additional 0.5% tax for 30 years.,42.09,57.91,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Ventura Unified School District,Ventura,General,R,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Renew tax for 4 years at a rate of $59/parcel.,75.12,24.88,Two-thirds,Pass,K-12 School Facility
11/08/2016 00:00:00,Visalia,Tulare,General,N,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Enact additional 0.5% tax for general city services.,65.26,34.74,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Westminster School District,Orange,General,T,General Obligation Bond,"$76,000,000",70.11,29.89,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,La Quinta,Riverside,General,G,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose 1% for 20 years for general city services.,54.73,45.27,Majority,Pass,Other Purpose
11/08/2016 00:00:00,West Covina Unified School District,Los Angeles,General,ES,General Obligation Bond,"$143,000,000",74.97,25.03,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Walnut Valley Unified School District,Los Angeles,General,WV,General Obligation Bond,"$152,880,000",64.93,35.07,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Watsonville,Santa Cruz,General,J,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax:  Increase tax from 10% to 11%.,75.24,24.76,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Watsonville,Santa Cruz,General,K,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Decrease tax from 6% to 5.5% and amend the city's utility tax ordinance to make tax applicable to modern technology.,72.54,27.46,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Watsonville,Santa Cruz,General,L,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Impose tax of $20/sq. ft. per year of canopy area and 2.5% on gross receipts.,74.20,25.80,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Fortuna,Humboldt,General,E,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Establish a $0.75 sales tax for 8 years for city services.,58.38,41.62,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Orcutt Union School District,Santa Barbara,General,G2016,General Obligation Bond,"$60,000,000",57.76,42.24,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Fillmore,Ventura,General,H,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Enact a permanent $30/sq. ft. tax on space used for the cultivation of marijuana with annual CPI increases.,60.33,39.67,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Fillmore,Ventura,General,I,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Enact a permanent 15% tax on the proceeds of all marijuana sales.,64.51,35.49,Majority,Pass,Other Purpose
11/08/2016 00:00:00,McFarland Unified School District,Kern,General,L,General Obligation Bond,"$110,000,000",47.39,52.61,Two-thirds,Fail,K-12 School Facility
11/08/2016 00:00:00,Oakland Unified School District,Alameda,General,G1,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $120 per parcel for 12 years.,82.24,17.76,Two-thirds,Pass,K-12 School Facility
11/08/2016 00:00:00,Parlier,Fresno,General,Q,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Levy parcel tax for 5 years at an annual rate of $120/parcel for single-family residences and varying rates for other parcel types for police services.,66.99,33.01,Two-thirds,Pass,Public Safety
11/08/2016 00:00:00,Bakersfield City School District,Kern,General,N,General Obligation Bond,"$110,000,000",72.37,27.63,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,State of California,State of California,General,51,General Obligation Bond,"$9,000,000,000",55.20,44.80,Majority,Pass,K-12 School Facility
11/08/2016 00:00:00,State of California,State of California,General,52,Other Debt,"Extends indefinitely an existing statute that imposes fees on hospitals to fund Medi-Cal health care services, care for uninsured patients, and children’s health coverage.",70.10,29.90,Majority,Pass,Hospital
11/08/2016 00:00:00,State of California,State of California,General,53,Revenue Bond (Pool),Requires statewide voter approval before any revenue bonds can be issued or sold by the state for certain projects if the bond amount exceeds $2 billion.,49.40,50.60,Majority,Fail,Other Purpose
11/08/2016 00:00:00,State of California,State of California,General,55,Other Debt,"Extends by twelve years the temporary personal income tax increases enacted in 2012 on earnings over $250,000, with revenues allocated to K–12 schools, California Community Colleges, and, in certain years, healthcare.",63.30,36.70,Majority,Pass,Other Purpose
11/08/2016 00:00:00,State of California,State of California,General,56,Other Debt,"Increases cigarette tax by $2.00 per pack, with equivalent increase on other tobacco products and electronic cigarettes containing nicotine.",64.50,35.50,Majority,Pass,Other Purpose
11/08/2016 00:00:00,State of California,State of California,General,64,Other Debt,Legalize marijuana for adults 21 or older and impose state taxes on sales and cultivation.,57.20,42.80,Majority,Pass,Other Purpose
11/08/2016 00:00:00,State of California,State of California,General,65,Other Debt,Would require grocery/retail stores to deposit bag sale proceeds in a new state fund to support certain environmental programs.,46.10,53.90,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Sonoma Valley Unified School District,Sonoma,General,E,General Obligation Bond,"$120,000,000",70.40,29.60,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,San Clemente,Orange,General,OO,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase tax rate from 10% to 13%.,49.99,50.01,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Colfax,Placer,General,H,"Tax (Levy, Parcel, Sales, Fee)","Marijuana Tax: Repeal the ban on medical marijuana dispensaries, establish a 15% tax on marijuana/marijuana products for reducing sewer charges.",63.85,36.15,Two-thirds,Fail,"Wastewater Collection, Treatment"
11/08/2016 00:00:00,San Jacinto,Riverside,General,AA,"Tax (Levy, Parcel, Sales, Fee)","Marijuana Tax: Impose tax to $50/sq. ft. of cultivation space, 15% on gross receipts upon the legalization of marijuana.",67.69,32.31,Majority,Pass,Other Purpose
11/08/2016 00:00:00,San Jacinto,Riverside,General,BB,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase tax from 8% to 12%.,51.43,48.57,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Gonzales,Monterey,General,W,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Impose $25/sq. ft. tax on marijuana cultivators and 15% tax on gross receipts of marijuana manufacturers.,72.46,27.54,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Brentwood,Contra Costa,General,Z,"Tax (Levy, Parcel, Sales, Fee)","Utility Users Tax: Increase tax on telecommunications, electricity, gas, and cable television to 3% in 2017 and 6% in 2018.",39.13,60.87,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Cotati-Rohnert Park Unified School District,Sonoma,General,C,General Obligation Bond,"$80,000,000",64.44,35.56,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Desert Community College District (Riverside & Imperial Co),Riverside; Imperial,General,CC,General Obligation Bond,"$577,860,000.00",72.66,27.34,55%,Pass,"College, University Facility"
11/08/2016 00:00:00,Selma,Fresno,General,P,General Obligation Bond,"$4,000,000",66.70,33.30,Two-thirds,Pass,Public Safety
11/08/2016 00:00:00,Sunnyvale,Santa Clara,General,N,"Tax (Levy, Parcel, Sales, Fee)","Utility Users Tax: Apply the city's 2% tax to all telephone services, including cell phone services, other wireless service, private networks, long distance calls, and other modern technology.",76.90,23.10,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Nevada Joint Union High School District,Nevada,General,B,General Obligation Bond,"$47,000,000",56.04,43.96,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Newark,Alameda,General,GG,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Establish a one half-cent sales tax to fund general city services.,61.00,39.00,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Lynwood Unified School District,Los Angeles,General,N,General Obligation Bond,"$65,000,000",79.65,20.35,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Fort Bragg,Mendocino,General,AA,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase tax from 10% to 12%.,59.55,40.45,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Carson,Los Angeles,General,KK,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Impose a marijuana cultivation tax of $25/sq. ft. and 18% of gross proceeds on all business activities.,64.38,35.62,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Jacoby Creek School District,Humboldt,General,K,General Obligation Bond,"$2,700,000",58.15,41.85,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Lafayette,Contra Costa,General,C,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase sales tax by an additional 1% for 29 years.,41.81,58.19,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Sanger Unified School District,Fresno,General,A,General Obligation Bond,"$60,000,000",73.61,26.39,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Pacifica,San Mateo,General,N,General Obligation Bond,"$33,500,000",54.58,45.42,Two-thirds,Fail,Public Building
11/08/2016 00:00:00,San Francisco Unified School District,San Francisco,General,Prop A,General Obligation Bond,"$744,250,000",79.12,20.88,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Pomona Unified School District,Los Angeles,General,P,General Obligation Bond,"$300,000,000",77.93,22.07,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Downey,Los Angeles,General,S,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase tax by 0.5% for 20 years for general municipal services.,63.06,36.94,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Etiwanda School District,San Bernardino,General,I,General Obligation Bond,"$137,000,000",65.18,34.82,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Auburn,Placer,General,J,"Tax (Levy, Parcel, Sales, Fee)","Transient Occupancy Tax: Applying tax to home-sharing units (ex: AirBnB, VRBO, and Homeaway) and increase tax from 8% to 10%.",40.05,59.95,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Hollister,San Benito,General,W,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Extend 1% tax for 20 years for general city services.,78.88,21.12,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Galt Joint Union Elementary School District,Sacramento,General,K,General Obligation Bond,"$19,700,000",66.05,33.95,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Galt Joint Union High School District,Sacramento; San Joaquin,General,E,General Obligation Bond,"$36,000,000",64.02,35.98,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Adelanto,San Bernardino,General,R,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Adopt a commercial marijuana activity excise tax of up to 5% of revenue.,67.74,32.26,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Adelanto,San Bernardino,General,S,"Tax (Levy, Parcel, Sales, Fee)",Business Tax: Adopt tax up to 0.05% of revenue.,34.40,65.60,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Lake County,Lake,General,C,"Tax (Levy, Parcel, Sales, Fee)","Marijuana Tax: Impose a marijuana cultivation tax of $1/sq. ft. for outdoor, $2/sq. ft. for mixed light, and $3/sq. ft. for indoor for general county services.",62.70,37.30,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Wasco,Kern,General,X,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Enact an additional 1% sales tax for general city services.,65.18,34.82,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Inyo County,Inyo,General,I,"Tax (Levy, Parcel, Sales, Fee)","Marijuana Tax:  Impose tax of 5% of gross receipts on commercial marijuana businesses within the unincorporated areas of the county, with a minimum tax of $1,250 per year for marijuana cultivators and the authority to increase the tax rate to as much as 12.5%.",64.41,35.59,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Daly City,San Mateo,General,V,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Adopt tax for 5 years of $162/parcel for police and fire departments.,46.92,53.08,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/08/2016 00:00:00,El Centro,Imperial,General,P,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Establish an additional 0.5% sales tax for general city services.,54.88,45.12,Majority,Pass,Other Purpose
11/08/2016 00:00:00,El Centro,Imperial,General,Q,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase tax from 10% to 13% for general city services.,42.44,57.56,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Santa Monica Community College District,Los Angeles,General,V,General Obligation Bond,"$345,000,000.00",63.90,36.10,55%,Pass,"College, University Facility"
11/08/2016 00:00:00,Lemoore Union High School District,Kings,General,L,General Obligation Bond,"$24,000,000",65.54,34.46,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Lucia Mar Unified School District,San Luis Obispo,General,I,General Obligation Bond,"$170,000,000",65.59,34.41,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Huntington Beach City School District,Orange,General,Q,General Obligation Bond,"$159,850,000",63.63,36.37,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Martinez Unified School District,Contra Costa,General,R,General Obligation Bond,"$120,000,000",67.72,32.28,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Rio Vista,Solano,General,O,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Extend existing 0.75% tax for 5 years.,80.86,19.14,Majority,Pass,Other Purpose
11/08/2016 00:00:00,East Whittier City School District,Los Angeles,General,R,General Obligation Bond,"$70,000,000",73.78,26.22,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,East Whittier City School District,Los Angeles,General,Z,General Obligation Bond,"$24,000,000",73.44,26.56,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Piedmont Unified School District,Alameda,General,H1,General Obligation Bond,"$66,000,000",73.21,26.79,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Yuba Community College District,Yuba; Sutter,General,Q,General Obligation Bond,"$33,565,000.00",60.23,39.77,55%,Pass,"College, University Facility"
11/08/2016 00:00:00,Glendale Community College District,Los Angeles,General,GC,General Obligation Bond,"$325,000,000.00",73.74,26.26,55%,Pass,"College, University Facility"
11/08/2016 00:00:00,Calaveras County,Calaveras,General,C,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Impose tax of $2/sq. ft. (increasing to $45/lb. of dried flower and $10/lb. of dried trim at a later date) and of $5/sq. ft. (increasing to $70/lb. of dried flower and $15/lb. of dried trim at a later date) on outdoor marijuana cultivators; and a 7% tax on gross proceeds of marijuana manufacturers and dispensaries.,67.14,32.86,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Fountain Valley School District,Orange,General,O,General Obligation Bond,"$63,000,000",64.23,35.77,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Burlingame Elementary School District,San Mateo,General,M,General Obligation Bond,"$56,000,000",74.45,25.55,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,South Pasadena Unified School District,Los Angeles,General,SP,General Obligation Bond,"$98,000,000",75.74,24.26,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Lompoc Unified School District,Santa Barbara,General,L2016,General Obligation Bond,"$65,000,000",58.53,41.47,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,West Sacramento,Yolo,General,E,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose 0.25% tax for general city services.,65.74,34.26,Majority,Pass,Other Purpose
11/08/2016 00:00:00,San Jose-Evergreen Community College District,Santa Clara,General,X,General Obligation Bond,"$748,000,000.00",64.82,35.18,55%,Pass,"College, University Facility"
11/08/2016 00:00:00,Reef-Sunset Unified School District,Kings,General,S,General Obligation Bond,"$12,000,000",81.50,18.50,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Santa Paula,Ventura,General,T,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Adopt additional 1% tax to improve police and fire services.,58.37,41.63,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Sanger,Fresno,General,S,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Extend the 0.75% public safety sales tax for 10 years to expire on 6/30/2028 instead of 6/30/2018.,76.22,23.78,Two-thirds,Pass,Public Safety
11/08/2016 00:00:00,South Lake Tahoe,El Dorado,General,P,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase tax by 2% to 14% in the city's redevelopment area & 12% in other areas of the city.,68.70,31.30,Two-thirds,Pass,Recreation and Sports Facilities
11/08/2016 00:00:00,South Lake Tahoe,El Dorado,General,U,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase tax from 0.5% to 1% for purpose determined by companion advisory vote.,42.96,57.04,Two-thirds,Fail,Other Purpose
11/08/2016 00:00:00,Lost Hills Union School District,Kern,General,Measure R,General Obligation Bond,"$7,000,000",62.28,37.72,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Dixon Unified School District,Solano,General,Q,General Obligation Bond,"$30,400,000",60.22,39.78,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Santa Ynez Valley Union High School District,Santa Barbara,General,K2016,General Obligation Bond,"$14,700,000",57.28,42.72,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Mountain View School District (Los Angeles County),Los Angeles,General,SS,General Obligation Bond,"$57,000,000",86.51,13.49,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Rincon Valley Union School District,Sonoma,General,H,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Renew tax for 12 years at a rate of $96/parcel with annual increases of $3.,70.86,29.14,Two-thirds,Pass,K-12 School Facility
11/08/2016 00:00:00,Calexico Unified School District,Imperial,General,V,General Obligation Bond,"$45,000,000",73.30,26.70,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Muroc Joint Unified School District,Kern; San Bernardino,General,M,General Obligation Bond,"$21,000,000",78.61,21.39,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Central Unified School District,Fresno,General,C,General Obligation Bond,"$87,300,000",71.32,29.68,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,El Centro Elementary School District,Imperial,General,L,General Obligation Bond,"$22,100,000",74.83,25.17,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,El Rancho Unified School District,Los Angeles,General,ER,General Obligation Bond,"$200,000,000",69.09,30.91,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,El Rancho Unified School District,Los Angeles,General,RR,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Levy parcel tax of $99/parcel for music education.,65.85,34.15,Two-thirds,Fail,K-12 School Facility
11/08/2016 00:00:00,Belmont,San Mateo,General,I,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Enact additional 0.5% tax for general city services.,55.24,44.76,Majority,Pass,Other Purpose
11/08/2016 00:00:00,East Palo Alto,San Mateo,General,P,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Enact additional 0.5% tax for general city services.,84.60,15.40,Majority,Pass,Other Purpose
11/08/2016 00:00:00,East Palo Alto,San Mateo,General,O,"Tax (Levy, Parcel, Sales, Fee)",Business License Tax: Enact 1.5% tax on the gross receipts of landlords renting out more than five residential units.,77.54,22.46,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Siskiyou County,Siskiyou,General,G,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase tax an additional 0.25%.,40.00,60.00,Majority,Fail,Other Purpose
11/08/2016 00:00:00,La Palma,Orange,General,JJ,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax:  Establish additional 1% percent sales tax to fund city services, increasing the total rate to 9%.",60.34,39.66,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Fountain Valley,Orange,General,HH,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax:  Establish additional 1% percent sales tax to fund city services, increasing the total rate to 9%.",59.84,40.16,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Coalinga-Huron Joint Unified School District,Fresno; Monterey; San Benito,General,R,General Obligation Bond,"$39,000,000",64.97,35.03,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Roseville Joint Union High School District,Placer; Sacramento,General,D,General Obligation Bond,"$96,000,000",61.72,38.28,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Yreka,Siskiyou,General,C,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase tax an additional 0.5% increasing total tax to 8%.,57.67,42.33,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Temecula,Riverside,General,S,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose 1% tax for general city services.,51.00,49.00,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Trinidad,Humboldt,General,G,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Continue a $0.75 sales tax for 4 years for city services starting on 4/1/2017.,62.63,37.37,Majority,Pass,Other Purpose
11/08/2016 00:00:00,St Helena,Napa,General,D,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose 0.5% tax for general city services.,69.37,30.63,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Ross,Marin,General,K,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Replace expiring public safety parcel tax of $950/parcel with a tax of $970/parcel for 8 years.,78.69,21.31,Two-thirds,Pass,Public Safety
11/08/2016 00:00:00,Barstow Unified School District,San Bernardino,General,F,General Obligation Bond,"$39,000,000",67.54,32.46,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Novato Unified School District,Marin,General,G,General Obligation Bond,"$222,000,000",57.98,42.02,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Soquel Union Elementary School District,Santa Cruz,General,C,General Obligation Bond,"$42,000,000",71.56,28.44,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Garvey School District,Los Angeles,General,GA,General Obligation Bond,"$40,000,000",79.96,20.04,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Hollister School District,San Benito,General,V,General Obligation Bond,"$36,000,000",65.02,34.98,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Nevada City,Nevada,General,C,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose 0.375% tax for police and fire safety services.,82.42,17.58,Two-thirds,Pass,Public Safety
11/08/2016 00:00:00,Selma Unified School District,Fresno,General,O,General Obligation Bond,"$30,800,000",70.00,30.00,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Oakley Union Elementary School District,Contra Costa,General,W,General Obligation Bond,"$31,000,000",64.76,35.24,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Biggs,Butte,General,M2,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Extend existing special parcel tax of $70/residential unit for 10 years for Orchard Hospital.,40.73,59.27,Two-thirds,Fail,Hospital
11/08/2016 00:00:00,Cloverdale,Sonoma,General,P,"Tax (Levy, Parcel, Sales, Fee)","Marijuana Tax: Impose tax up to 10% on gross receipts of all cannabis businesses, with no sunset date. ",73.77,26.23,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Del Rey Oaks,Monterey,General,A,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Impose 10% tax on gross receipts of marijuana businesses.,80.09,19.91,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Del Rey Oaks,Monterey,General,B,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Extend the city's additional 1% tax for 5 years.,64.84,35.16,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Colusa,Colusa,General,A,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase tax from 7.5% to 8.25% for 7 years.,40.92,59.08,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Culver City,Los Angeles,General,CW,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: Impose a $99/single-family parcel, $69/unit on multi-family properties, and $1,096/acre of land on non-residential properties for water systems.",74.14,25.86,Two-thirds,Pass,"Water Supply, Storage, Distribution"
11/08/2016 00:00:00,Apple Valley Fire Protection District,San Bernardino,General,A,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Continue and increase tax for 20 years of $126.90/residential unit and varying rates for vacant and commercial properties.,77.45,22.55,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/08/2016 00:00:00,Loomis,Placer,General,F,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Enact additional 0.25% tax for 10 years for general city services.,59.59,40.41,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Point Arena,Mendocino,General,AC,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase tax from 10% to 12%.,65.76,34.24,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Point Arena,Mendocino,General,AE,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Implement tax of no more than 7 cents/each dollar of proceeds for recreational marijuana and cannabis businesses as well as a tax of no more than 3 cents/each dollar of proceeds for medical marijuana and cannabis businesses.,62.43,37.57,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Firebaugh,Fresno,General,W,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Modify existing tax to add a 5% tax on wireless communication devices for general government purposes.,18.21,81.79,Majority,Fail,Other Purpose
11/08/2016 00:00:00,"Fairfax, Town of",Marin,General,C,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Continue existing tax of 0.5% and enact an additional tax of 0.25% amounting to 0.75% for 10 years to fund city services.,76.63,23.37,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Isleton,Sacramento,General,C,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase tax by an additional 0.5% for general city services.,69.32,30.68,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Lakeport,Lake,General,Z,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose additional 1% tax to fund general city services.,61.95,38.05,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Gridley,Butte,General,M3,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Extend existing special parcel tax of $70/residential unit for 10 years for Orchard Hospital.,52.15,47.85,Two-thirds,Fail,Hospital
11/08/2016 00:00:00,Greenfield,Monterey,General,O,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Tax: Impose $25/sq. ft. tax on marijuana cultivators and 10% tax on annual gross receipts of other marijuana activities.,65.88,34.12,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Shandon Joint Unified School District,San Luis Obispo,General,K,General Obligation Bond,"$3,150,000",73.04,26.96,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,San Jacinto Unified School District,Riverside,General,Y,General Obligation Bond,"$44,900,000",72.92,27.08,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Ontario-Montclair School District,San Bernardino,General,K,General Obligation Bond,"$150,000,000",78.19,21.81,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,San Francisco Community College District,San Francisco,General,Prop B,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Renew tax for $15 years of $99/parcel.,79.85,20.15,Two-thirds,Pass,"College, University Facility"
11/08/2016 00:00:00,Mill Valley,Marin,General,H,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: Levy parcel tax at a rate of $266/first residential unit and other rates for secondary residential units, commercial properties or other parcel types for street/road repairs and fire suppression activities.",77.33,22.67,Two-thirds,Pass,Other Purpose
11/08/2016 00:00:00,Centralia Elementary School District,Orange,General,N,General Obligation Bond,"$49,000,000",71.73,28.27,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Fruitvale School District,Kern,General,O,General Obligation Bond,"$23,000,000",64.97,35.03,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Soledad,Monterey,General,F,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase tax from 9% to 12%.,61.44,38.56,Majority,Pass,Other Purpose
