Election Date,Agency Name,County,Election Type,Measure Name,Type of Tax/Debt,Amount of Bond/Tax,% Yes,% No,Threshold Value,Election Result,Purpose
11/08/2016 00:00:00,Madera,Madera,General,K,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose 0.5% tax for general city services.,80.06,19.94,Majority,Pass,Other Purpose
11/08/2016 00:00:00,Alisal Union School District,Monterey,General,M,General Obligation Bond,"$70,000,000",73.22,26.78,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Hacienda La Puente Unified School District,Los Angeles,General,BB,General Obligation Bond,"$148,000,000",76.96,23.04,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Anaheim Elementary School District,Orange,General,J,General Obligation Bond,"$318,000,000",76.48,23.52,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Sunnyvale School District,Santa Clara,General,BB,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Renew existing tax for 7 years of $59/parcel for school funding beginning 1/1/2018.,74.40,25.60,Two-thirds,Pass,K-12 School Facility
11/08/2016 00:00:00,Lake Elsinore Unified School District,Riverside,General,V,General Obligation Bond,"$105,000,000",66.74,33.26,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Red Bluff Joint Union High School District,Tehama,General,J,General Obligation Bond,"$26,000,000",56.51,43.49,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Zayante Fire Protection District,Santa Cruz,General,O,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Replace the district's $35/parcel tax with $68/parcel tax.,80.13,19.87,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/08/2016 00:00:00,Stanton,Orange,General,QQ,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Repeal tax which reduces the rate from 9% to 8%.,31.74,68.26,Majority,Fail,Other Purpose
11/08/2016 00:00:00,Pioneer Union Elementary School District,Kings,General,Y,General Obligation Bond,"$7,000,000",56.16,43.84,55%,Pass,K-12 School Facility
11/08/2016 00:00:00,Lodi Unified School District,San Joaquin,General,U,General Obligation Bond,"$281,000,000",65.18,34.82,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Pioneer Union Elementary School District,Kings,Primary,P,General Obligation Bond,"$7,000,000",50.92,49.08,55%,Fail,K-12 School Facility
06/07/2016 00:00:00,Dublin Unified School District,Alameda,Primary,H,General Obligation Bond,"$283,000,000",60.19,39.81,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Ravenswood City School District,San Mateo,Primary,H,General Obligation Bond,"$26,000,000",86.70,13.30,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Montebello Unified School District,Los Angeles,Primary,GS,General Obligation Bond,"$300,000,000",77.99,22.01,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Albany Unified School District,Alameda,Primary,B,General Obligation Bond,"$70,000,000",68.96,31.04,Two-thirds,Pass,K-12 School Facility
06/07/2016 00:00:00,Albany Unified School District,Alameda,Primary,E,General Obligation Bond,"$25,000,000",73.56,26.44,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Wasco Union School District,Kern,Primary,D,General Obligation Bond,"$9,700,000",68.60,31.40,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Wasco Union School District,Kern,Primary,E,General Obligation Bond,"$9,400,000",67.30,32.70,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Isleton,Sacramento,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase sales tax by 1/2 % for 5 years.,72.29,27.71,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Alturas,Modoc,Primary,G,"Tax (Levy, Parcel, Sales, Fee)",Business Tax: Levy 10% tax on gross receipts for marijuana collective or cooperative,81.67,18.33,Majority,Pass,Other Purpose
06/07/2016 00:00:00,Kings Canyon Joint Unified School District,Tulare; Fresno,Primary,A,General Obligation Bond,"$10,000,000",65.97,34.03,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Brentwood Union School District,Contra Costa,Primary,B,General Obligation Bond,"$158,000,000",57.33,42.67,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,San Benito County,San Benito,Primary,P,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: Impose an additional sales tax of 1/2% for 30 years for road repair/maintenance, relieve congestion, improve traffic flow, bicycle/pedestrian safety, transit for youth/seniors/disabled.",59.77,40.23,Two-thirds,Fail,Other Purpose
06/07/2016 00:00:00,Orinda,Contra Costa,Primary,L,General Obligation Bond,"$25,000,000",68.48,31.52,Two-thirds,Pass,"Flood Control, Storm Drainage"
06/07/2016 00:00:00,Siskiyou County,Siskiyou,Primary,S,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase by 0.5%,52.14,47.86,Two-thirds,Fail,"Prisons, Jails, Correctional Facilities"
06/07/2016 00:00:00,Chabot-Las Positas Community College District,Alameda; Contra Costa,Primary,A,General Obligation Bond,"$950,000,000",64.51,35.49,55%,Pass,"College, University Facility"
06/07/2016 00:00:00,Live Oak School District,Santa Cruz,Primary,R,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $98 per parcel for 12 years,80.13,19.87,Two-thirds,Pass,Other Purpose
06/07/2016 00:00:00,Piedmont,Alameda,Primary,F,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Increase in maximum parcel tax.,69.97,30.03,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Mammoth Unified School District,Mono,Primary,G,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Extend $59 parcel tax for 5 years.,79.65,20.35,Two-thirds,Pass,K-12 School Facility
06/07/2016 00:00:00,Napa Valley Unified School District,Napa,Primary,H,General Obligation Bond,"$269,000,000",55.99,44.01,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Corning,Tehama,Primary,A,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase 1/2 of 1%,64.54,35.46,Majority,Pass,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Carson,Los Angeles,Primary,C,"Tax (Levy, Parcel, Sales, Fee)",Utility User Tax: Extend 2% UUT for 7 years.,69.46,30.54,Majority,Pass,Other Purpose
06/07/2016 00:00:00,Castro Valley Unified School District,Alameda,Primary,G,General Obligation Bond,"$123,000,000",69.15,30.85,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Moreland School District,Santa Clara,Primary,G,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Extend and increase parcel tax to $142 a year.,73.69,26.31,Two-thirds,Pass,Other Purpose
06/07/2016 00:00:00,Alum Rock Union Elementary School District,Santa Clara,Primary,I,General Obligation Bond,"$140,000,000",78.75,21.25,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Beardsley School District,Kern,Primary,A,General Obligation Bond,"$12,000,000",62.66,37.34,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Franklin-McKinley School District,Santa Clara,Primary,H,General Obligation Bond,"$67,400,000",78.18,21.82,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Compton,Los Angeles,Primary,P,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase by 1%.,50.84,49.16,Majority,Pass,Other Purpose
06/07/2016 00:00:00,Davis,Yolo,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: Increase TOT to 12%,63.80,36.20,Majority,Pass,Other Purpose
06/07/2016 00:00:00,Davis,Yolo,Primary,C,"Tax (Levy, Parcel, Sales, Fee)",Business License Tax: Up to 10% on gross receipts of marijuana businesses,78.90,21.10,Majority,Pass,Other Purpose
06/07/2016 00:00:00,Irvine,Orange,Primary,E,General Obligation Bond,"$319,000,000",60.20,39.80,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Jefferson Union High School District,San Mateo,Primary,E,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Extend and increase parcel tax to $60 per parcel for 10 years.,74.20,25.80,Two-thirds,Pass,Other Purpose
06/07/2016 00:00:00,Kings County,Kings,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase sales tax by 0.25%,66.29,33.71,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Kern County,Kern,Primary,F,"Tax (Levy, Parcel, Sales, Fee)",Transaction and Use Tax: Increase tax by 1/8% for 8 years.,51.68,48.32,Two-thirds,Fail,Other Purpose
06/07/2016 00:00:00,Hayward,Alameda,Primary,D,"Tax (Levy, Parcel, Sales, Fee)",Utility User Tax: Renew existing UTT of 5.5% for 20 years.,73.33,26.67,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Hemet,Riverside,Primary,E,"Tax (Levy, Parcel, Sales, Fee)",Sales tax: Impose 1% sales tax for 10 years.,63.10,36.90,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Fairfield-Suisun Unified School District,Solano; Napa,Primary,J,General Obligation Bond,"$249,000,000",56.44,43.56,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Fremont Unified School District,Alameda,Primary,I,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $73 per parcel per year for 9 years.,70.28,29.72,Two-thirds,Pass,K-12 School Facility
06/07/2016 00:00:00,Glendale,Los Angeles,Primary,N,"Tax (Levy, Parcel, Sales, Fee)",Utility User Tax: Repeal UUT,28.52,71.48,Majority,Fail,Other Purpose
06/07/2016 00:00:00,Livermore Valley Joint Unified School District,Alameda,Primary,J,General Obligation Bond,"$245,000,000",66.81,33.19,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Livermore Valley Joint Unified School District,Alameda,Primary,J,General Obligation Bond,"$245,000,000",59.57,40.43,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Long Beach,Los Angeles,Primary,A,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase sales tax by 1% for 6 years.,60.32,39.68,Majority,Pass,Other Purpose
06/07/2016 00:00:00,Pittsburg,Contra Costa,Primary,M,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Extend 0.5% tax for 18 years.,81.57,18.43,Majority,Pass,"Other Capital Improvements, Public Works"
06/07/2016 00:00:00,Placer Union High School District,Placer,Primary,C,General Obligation Bond,"$135,000,000",50.85,49.15,55%,Fail,K-12 School Facility
06/07/2016 00:00:00,City of Sacramento,Sacramento,Primary,X,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Extend city's library parcel tax for 10 years at an initial rate of $31.53 per parcel and remove cap.,79.12,20.88,Two-thirds,Pass,Other Purpose
06/07/2016 00:00:00,City of Sacramento,Sacramento,Primary,Y,"Tax (Levy, Parcel, Sales, Fee)",Marijuana Cultivation Tax: Increasing tax from 4% to 5%.,65.86,34.14,Two-thirds,Fail,Other Purpose
06/07/2016 00:00:00,San Francisco City & County,San Francisco,Primary,Prop A,General Obligation Bond,"$350,000,000",79.26,20.74,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Napa County,Napa,Primary,Y,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase by 0.25%,45.47,58.49,Majority,Fail,Other Purpose
06/07/2016 00:00:00,Marysville,Yuba,Primary,C,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase by 1% for 10 years.,54.69,45.31,Majority,Pass,Other Purpose
06/07/2016 00:00:00,San Rafael,Marin,Primary,D,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Increase to $59 per parcel per year for 9 years.,69.10,30.90,Two-thirds,Pass,Public Building
06/07/2016 00:00:00,San Mateo County,San Mateo,Primary,G,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Extend parcel tax of $65 per parcel for 4 years.,76.20,23.80,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,San Jose,Santa Clara,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase sales tax by 0.25% for 15 years,61.41,38.59,Majority,Pass,Other Purpose
06/07/2016 00:00:00,Solano County,Solano,Primary,H,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Increase 1/2 of 1% for 5 years,44.29,55.71,Majority,Fail,Other Purpose
06/07/2016 00:00:00,Central Union High School District,Imperial,Primary,K,General Obligation Bond,"$30,000,000",70.17,29.83,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Kelseyville Unified School District,Lake,Primary,U,General Obligation Bond,"$24,000,000",61.70,38.30,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Lafayette Elementary School District,Contra Costa,Primary,C,General Obligation Bond,"$70,000,000",73.84,26.16,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Bear Valley Community Services District,Kern,Primary,G,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $247 per parcel,58.93,41.07,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Klamath-Trinity Joint Unified School District,Humboldt,Primary,D,General Obligation Bond,"$6,500,000",61.07,38.93,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Fairfax Elementary School District,Kern,Primary,B,General Obligation Bond,"$19,000,000",69.91,30.09,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Mother Lode Union Elementary School District,El Dorado,Primary,C,General Obligation Bond,"$7,500,000",58.10,41.90,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Walnut Creek School District,Contra Costa,Primary,D,General Obligation Bond,"$60,000,000",73.08,26.92,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Long Beach Community College District,Los Angeles,Primary,LB,General Obligation Bond,"$850,000,000",64.48,35.52,55%,Pass,"College, University Facility"
06/07/2016 00:00:00,Gilroy Unified School District,Santa Clara,Primary,E,General Obligation Bond,"$170,000,000",60.86,39.14,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,State Center Community College District,Fresno; Madera,Primary,C,General Obligation Bond,"$485,000,000",65.95,34.05,55%,Pass,"College, University Facility"
06/07/2016 00:00:00,Santa Clarita Community College District,Los Angeles,Primary,E,General Obligation Bond,"$230,000,000",58.46,41.54,55%,Pass,"College, University Facility"
06/07/2016 00:00:00,Marin Community College District,Marin,Primary,B,General Obligation Bond,"$265,000,000",64.04,35.96,55%,Pass,"College, University Facility"
06/07/2016 00:00:00,Ballico-Cressey Elementary School District,Merced,Primary,U,General Obligation Bond,"$6,500,000",61.32,38.68,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Cabrillo Community College District,Santa Cruz; Monterey; San Benito,Primary,Q,General Obligation Bond,"$310,000,000",57.46,42.54,55%,Pass,"College, University Facility"
06/07/2016 00:00:00,Cabrillo Community College District,Santa Cruz; Monterey; San Benito,Primary,Q,General Obligation Bond,"$310,000,000",53.59,46.41,55%,Fail,"College, University Facility"
06/07/2016 00:00:00,Lakeside Joint School District,Santa Clara,Primary,J,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $820 per parcel for 10 years.,65.26,34.74,Two-thirds,Fail,K-12 School Facility
06/07/2016 00:00:00,Cayucos Fire Protection District,San Luis Obispo,Primary,C-16,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Increase parcel tax to $125 per unit.,36.13,63.87,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Kingsburg Elementary Charter School District,Fresno; Kings; Tulare,Primary,A,General Obligation Bond,"$10,000,000",65.97,34.03,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Lammersville Joint Unified School District,San Joaquin,Primary,L,General Obligation Bond,"$56,000,000",61.85,38.15,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Cuyama Joint Unified School District,Santa Barbara,Primary,Q,General Obligation Bond,"$6,000,000",74.43,25.57,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Pacifica School District,San Mateo,Primary,D,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Increase parcel tax to $118 per parcel for 10 years.,77.50,22.50,Two-thirds,Pass,Other Purpose
06/07/2016 00:00:00,Cutler-Orosi Joint Unified School District,Tulare; Fresno,Primary,E,General Obligation Bond,"$16,000,000",68.94,31.06,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Oakley,Contra Costa,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $7.75 per month per parcel for 30 years.,54.71,45.29,Two-thirds,Fail,"Other, Multiple Educational Uses (Equipment, etc.)"
06/07/2016 00:00:00,Hermosa Beach City School District,Los Angeles,Primary,S,General Obligation Bond,"$59,000,000",59.72,40.28,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Pope Valley Union Elementary School District,Napa,Primary,A,General Obligation Bond,"$4,000,000",59.11,40.89,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Morongo Valley Community Services District,San Bernardino,Primary,E,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: Replace the district's 3% benefit assessment property tax with an annual $350 parcel tax beginning 2016-2017 to continue indefinitely.,39.50,60.50,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/07/2016 00:00:00,Camino Union School District,El Dorado,Primary,H,General Obligation Bond,"$4,000,000",71.31,28.69,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Black Butte Union Elementary School District,Shasta,Primary,B,General Obligation Bond,"$4,000,000",62.46,37.54,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Junction Elementary School District,Shasta,Primary,A,General Obligation Bond,"$3,500,000",62.69,37.31,55%,Pass,K-12 School Facility
06/07/2016 00:00:00,Burton Elementary School District,Tulare,Primary,B,General Obligation Bond,"$6,500,000",51.65,48.35,55%,Fail,K-12 School Facility
06/07/2016 00:00:00,Siskiyou County SA No 6,Siskiyou,Primary,R,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $5 per legal secured parcel ",51.38,48.62,Two-thirds,Fail,"Other, Multiple Health Care Purposes (Equipment, etc.)"
