fips,NAME,state_abb,year,dem_share2p,source,tier,measured,est_mad_pp,flag
2467675,Rockville,MD,2012,0.7193,precinct-2012,precinct,True,,
2467675,Rockville,MD,2016,0.7859,Fekrazad-RLCR,precinct,True,,
2467675,Rockville,MD,2020,0.8139,Fekrazad-RLCR,precinct,True,,
2467675,Rockville,MD,2024,0.7965,Metcalf+NYT,precinct,True,,
2507000,Boston,MA,2004,0.7833,HEDA-town,exact,True,,
2507000,Boston,MA,2008,0.8033,rebuilt-HEDA-town,exact,True,,
2507000,Boston,MA,2012,0.8034,HEDA-town,exact,True,,
2507000,Boston,MA,2016,0.8537,Fekrazad-RLCR,precinct,True,,
2507000,Boston,MA,2020,0.8427,Fekrazad-RLCR,precinct,True,,
2507000,Boston,MA,2024,0.7956,Metcalf+NYT,precinct,True,,
2509000,Brockton,MA,2004,0.6664,HEDA-town,exact,True,,
2509000,Brockton,MA,2008,0.7072,rebuilt-HEDA-town,exact,True,,
2509000,Brockton,MA,2012,0.7436,HEDA-town,exact,True,,
2509000,Brockton,MA,2016,0.7439,Fekrazad-RLCR,precinct,True,,
2509000,Brockton,MA,2020,0.7722,Fekrazad-RLCR,precinct,True,,
2509000,Brockton,MA,2024,0.7204,Metcalf+NYT,precinct,True,,
2513660,Chicopee,MA,2004,0.6479,HEDA-town,exact,True,,
2513660,Chicopee,MA,2008,0.6316,rebuilt-HEDA-town,exact,True,,
2513660,Chicopee,MA,2012,0.6344,HEDA-town,exact,True,,
2513660,Chicopee,MA,2016,0.5563,Fekrazad-RLCR,precinct,True,,
2513660,Chicopee,MA,2020,0.5769,Fekrazad-RLCR,precinct,True,,
2513660,Chicopee,MA,2024,0.529,Metcalf+NYT,precinct,True,,
2523000,Fall River,MA,2004,0.764,HEDA-town,exact,True,,
2523000,Fall River,MA,2008,0.7401,rebuilt-HEDA-town,exact,True,,
2523000,Fall River,MA,2012,0.7475,HEDA-town,exact,True,,
2523000,Fall River,MA,2016,0.6168,Fekrazad-RLCR,precinct,True,,
2523000,Fall River,MA,2020,0.5627,Fekrazad-RLCR,precinct,True,,
2523000,Fall River,MA,2024,0.4916,Metcalf+NYT,precinct,True,,
2529405,Haverhill,MA,2004,0.574,HEDA-town,exact,True,,
2529405,Haverhill,MA,2008,0.5899,rebuilt-HEDA-town,exact,True,,
2529405,Haverhill,MA,2012,0.5673,HEDA-town,exact,True,,
2529405,Haverhill,MA,2016,0.5612,Fekrazad-RLCR,precinct,True,,
2529405,Haverhill,MA,2020,0.6021,Fekrazad-RLCR,precinct,True,,
2529405,Haverhill,MA,2024,0.5543,Metcalf+NYT,precinct,True,,
2534550,Lawrence,MA,2004,0.7065,HEDA-town,exact,True,,
2534550,Lawrence,MA,2008,0.8118,rebuilt-HEDA-town,exact,True,,
2534550,Lawrence,MA,2012,0.8408,HEDA-town,exact,True,,
2534550,Lawrence,MA,2016,0.8484,Fekrazad-RLCR,precinct,True,,
2534550,Lawrence,MA,2020,0.7454,Fekrazad-RLCR,precinct,True,,
2534550,Lawrence,MA,2024,0.5875,Metcalf+NYT,precinct,True,,
2537490,Lynn,MA,2004,0.6982,HEDA-town,exact,True,,
2537490,Lynn,MA,2008,0.6993,rebuilt-HEDA-town,exact,True,,
2537490,Lynn,MA,2012,0.7309,HEDA-town,exact,True,,
2537490,Lynn,MA,2016,0.7041,Fekrazad-RLCR,precinct,True,,
2537490,Lynn,MA,2020,0.7029,Fekrazad-RLCR,precinct,True,,
2537490,Lynn,MA,2024,0.6154,Metcalf+NYT,precinct,True,,
2537875,Malden,MA,2004,0.7097,HEDA-town,exact,True,,
2537875,Malden,MA,2008,0.6953,rebuilt-HEDA-town,exact,True,,
2537875,Malden,MA,2012,0.7237,HEDA-town,exact,True,,
2537875,Malden,MA,2016,0.741,Fekrazad-RLCR,precinct,True,,
2537875,Malden,MA,2020,0.7603,Fekrazad-RLCR,precinct,True,,
2537875,Malden,MA,2024,0.704,Metcalf+NYT,precinct,True,,
2539835,Medford,MA,2004,0.691,HEDA-town,exact,True,,
2539835,Medford,MA,2008,0.6703,rebuilt-HEDA-town,exact,True,,
2539835,Medford,MA,2012,0.6931,HEDA-town,exact,True,,
2539835,Medford,MA,2016,0.7291,Fekrazad-RLCR,precinct,True,,
2539835,Medford,MA,2020,0.7562,Fekrazad-RLCR,precinct,True,,
2539835,Medford,MA,2024,0.7303,Metcalf+NYT,precinct,True,,
2540710,Methuen Town,MA,2004,0.5252,HEDA-town,exact,True,,
2540710,Methuen Town,MA,2008,0.5477,rebuilt-HEDA-locality,exact,True,,
2540710,Methuen Town,MA,2012,0.521,HEDA-town,exact,True,,
2540710,Methuen Town,MA,2016,0.5325,Fekrazad-RLCR,precinct,True,,
2540710,Methuen Town,MA,2020,0.5628,Fekrazad-RLCR,precinct,True,,
2540710,Methuen Town,MA,2024,0.5081,Metcalf+NYT,precinct,True,,
2545000,New Bedford,MA,2004,0.7771,HEDA-town,exact,True,,
2545000,New Bedford,MA,2008,0.7521,rebuilt-HEDA-town,exact,True,,
2545000,New Bedford,MA,2012,0.7698,HEDA-town,exact,True,,
2545000,New Bedford,MA,2016,0.6684,Fekrazad-RLCR,precinct,True,,
2545000,New Bedford,MA,2020,0.6213,Fekrazad-RLCR,precinct,True,,
2545000,New Bedford,MA,2024,0.5416,Metcalf+NYT,precinct,True,,
2545560,Newton,MA,2004,0.7618,HEDA-town,exact,True,,
2545560,Newton,MA,2008,0.7644,rebuilt-HEDA-town,exact,True,,
2545560,Newton,MA,2012,0.7254,HEDA-town,exact,True,,
2545560,Newton,MA,2016,0.8244,Fekrazad-RLCR,precinct,True,,
2545560,Newton,MA,2020,0.8304,Fekrazad-RLCR,precinct,True,,
2545560,Newton,MA,2024,0.8073,Metcalf+NYT,precinct,True,,
2552490,Peabody,MA,2004,0.6154,HEDA-town,exact,True,,
2552490,Peabody,MA,2008,0.5784,rebuilt-HEDA-town,exact,True,,
2552490,Peabody,MA,2012,0.5639,HEDA-town,exact,True,,
2552490,Peabody,MA,2016,0.5448,Fekrazad-RLCR,precinct,True,,
2552490,Peabody,MA,2020,0.5708,Fekrazad-RLCR,precinct,True,,
2552490,Peabody,MA,2024,0.5157,Metcalf+NYT,precinct,True,,
2555745,Quincy,MA,2004,0.6438,HEDA-town,exact,True,,
2555745,Quincy,MA,2008,0.5947,rebuilt-HEDA-town,exact,True,,
2555745,Quincy,MA,2012,0.6259,HEDA-town,exact,True,,
2555745,Quincy,MA,2016,0.6589,Fekrazad-RLCR,precinct,True,,
2555745,Quincy,MA,2020,0.6814,Fekrazad-RLCR,precinct,True,,
2555745,Quincy,MA,2024,0.6278,Metcalf+NYT,precinct,True,,
2562535,Somerville,MA,2004,0.8228,HEDA-town,exact,True,,
2562535,Somerville,MA,2008,0.8364,rebuilt-HEDA-town,exact,True,,
2562535,Somerville,MA,2012,0.8552,HEDA-town,exact,True,,
2562535,Somerville,MA,2016,0.891,Fekrazad-RLCR,precinct,True,,
2562535,Somerville,MA,2020,0.8964,Fekrazad-RLCR,precinct,True,,
2562535,Somerville,MA,2024,0.8804,Metcalf+NYT,precinct,True,,
2567000,Springfield,MA,2004,0.7205,HEDA-town,exact,True,,
2567000,Springfield,MA,2008,0.7772,rebuilt-HEDA-town,exact,True,,
2567000,Springfield,MA,2012,0.8067,HEDA-town,exact,True,,
2567000,Springfield,MA,2016,0.7822,Fekrazad-RLCR,precinct,True,,
2567000,Springfield,MA,2020,0.7382,Fekrazad-RLCR,precinct,True,,
2567000,Springfield,MA,2024,0.6719,Metcalf+NYT,precinct,True,,
2569170,Taunton,MA,2004,0.6286,HEDA-town,exact,True,,
2569170,Taunton,MA,2008,0.6042,rebuilt-HEDA-town,exact,True,,
2569170,Taunton,MA,2012,0.6067,HEDA-town,exact,True,,
2569170,Taunton,MA,2016,0.5535,Fekrazad-RLCR,precinct,True,,
2569170,Taunton,MA,2020,0.5736,Fekrazad-RLCR,precinct,True,,
2569170,Taunton,MA,2024,0.5141,Metcalf+NYT,precinct,True,,
2572600,Waltham,MA,2004,0.6383,HEDA-town,exact,True,,
2572600,Waltham,MA,2008,0.6457,rebuilt-HEDA-town,exact,True,,
2572600,Waltham,MA,2012,0.6424,HEDA-town,exact,True,,
2572600,Waltham,MA,2016,0.6957,Fekrazad-RLCR,precinct,True,,
2572600,Waltham,MA,2020,0.7241,Fekrazad-RLCR,precinct,True,,
2572600,Waltham,MA,2024,0.6976,Metcalf+NYT,precinct,True,,
2582000,Worcester,MA,2004,0.6844,HEDA-town,exact,True,,
2582000,Worcester,MA,2008,0.6912,rebuilt-HEDA-town,exact,True,,
2582000,Worcester,MA,2012,0.7016,HEDA-town,exact,True,,
2582000,Worcester,MA,2016,0.7084,Fekrazad-RLCR,precinct,True,,
2582000,Worcester,MA,2020,0.6965,Fekrazad-RLCR,precinct,True,,
2582000,Worcester,MA,2024,0.6442,Metcalf+NYT,precinct,True,,
2603000,Ann Arbor,MI,2004,0.7743,precinct-mcd-2004,exact,True,,
2603000,Ann Arbor,MI,2008,0.8278,rebuilt-EDA-precinct,precinct,True,,
2603000,Ann Arbor,MI,2012,0.8076,precinct-mcd-2012,exact,True,,
2603000,Ann Arbor,MI,2016,0.872,Fekrazad-RLCR,precinct,True,,
2603000,Ann Arbor,MI,2020,0.883,Fekrazad-RLCR,precinct,True,,
2603000,Ann Arbor,MI,2024,0.8689,Metcalf+NYT,precinct,True,,
2605920,Battle Creek,MI,2004,0.529,precinct-mcd-2004,exact,True,,
2605920,Battle Creek,MI,2008,0.6256,rebuilt-EDA-precinct,precinct,True,,
2605920,Battle Creek,MI,2012,0.5829,precinct-mcd-2012,exact,True,,
2605920,Battle Creek,MI,2016,0.5241,Fekrazad-RLCR,precinct,True,,
2605920,Battle Creek,MI,2020,0.5346,Fekrazad-RLCR,precinct,True,,
2605920,Battle Creek,MI,2024,0.5305,Metcalf+NYT,precinct,True,,
2621000,Dearborn,MI,2004,0.5944,precinct-mcd-2004,exact,True,,
2621000,Dearborn,MI,2008,0.6644,rebuilt-EDA-precinct,precinct,True,,
2621000,Dearborn,MI,2012,0.6735,precinct-mcd-2012,exact,True,,
2621000,Dearborn,MI,2016,0.672,Fekrazad-RLCR,precinct,True,,
2621000,Dearborn,MI,2020,0.6985,Fekrazad-RLCR,precinct,True,,
2621000,Dearborn,MI,2024,0.4608,Metcalf+NYT,precinct,True,,
2621020,Dearborn Heights,MI,2004,0.5725,precinct-mcd-2004,exact,True,,
2621020,Dearborn Heights,MI,2008,0.6297,rebuilt-EDA-precinct,precinct,True,,
2621020,Dearborn Heights,MI,2012,0.6417,precinct-mcd-2012,exact,True,,
2621020,Dearborn Heights,MI,2016,0.5959,Fekrazad-RLCR,precinct,True,,
2621020,Dearborn Heights,MI,2020,0.6301,Fekrazad-RLCR,precinct,True,,
2621020,Dearborn Heights,MI,2024,0.4655,Metcalf+NYT,precinct,True,,
2622000,Detroit,MI,2004,0.9404,precinct-mcd-2004,exact,True,,
2622000,Detroit,MI,2008,0.9764,rebuilt-EDA-precinct,precinct,True,,
2622000,Detroit,MI,2012,0.9791,precinct-mcd-2012,exact,True,,
2622000,Detroit,MI,2016,0.9682,Fekrazad-RLCR,precinct,True,,
2622000,Detroit,MI,2020,0.9491,Fekrazad-RLCR,precinct,True,,
2622000,Detroit,MI,2024,0.9184,Metcalf+NYT,precinct,True,,
2627440,Farmington Hills,MI,2004,0.5339,precinct-mcd-2004,exact,True,,
2627440,Farmington Hills,MI,2008,0.6121,rebuilt-EDA-precinct,precinct,True,,
2627440,Farmington Hills,MI,2012,0.5971,precinct-mcd-2012,exact,True,,
2627440,Farmington Hills,MI,2016,0.6303,Fekrazad-RLCR,precinct,True,,
2627440,Farmington Hills,MI,2020,0.6563,Fekrazad-RLCR,precinct,True,,
2627440,Farmington Hills,MI,2024,0.6414,Metcalf+NYT,precinct,True,,
2629000,Flint,MI,2004,0.8355,precinct-mcd-2004,exact,True,,
2629000,Flint,MI,2008,0.8894,rebuilt-EDA-precinct,precinct,True,,
2629000,Flint,MI,2012,0.8966,precinct-mcd-2012,exact,True,,
2629000,Flint,MI,2016,0.8552,Fekrazad-RLCR,precinct,True,,
2629000,Flint,MI,2020,0.8357,Fekrazad-RLCR,precinct,True,,
2629000,Flint,MI,2024,0.81,Metcalf+NYT,precinct,True,,
2634000,Grand Rapids,MI,2004,0.5591,precinct-mcd-2004,exact,True,,
2634000,Grand Rapids,MI,2008,0.664,rebuilt-EDA-precinct,precinct,True,,
2634000,Grand Rapids,MI,2012,0.6381,precinct-mcd-2012,exact,True,,
2634000,Grand Rapids,MI,2016,0.6754,Fekrazad-RLCR,precinct,True,,
2634000,Grand Rapids,MI,2020,0.7139,Fekrazad-RLCR,precinct,True,,
2634000,Grand Rapids,MI,2024,0.7065,Metcalf+NYT,precinct,True,,
2642160,Kalamazoo,MI,2004,0.6739,precinct-mcd-2004,exact,True,,
2642160,Kalamazoo,MI,2008,0.7621,rebuilt-EDA-precinct,precinct,True,,
2642160,Kalamazoo,MI,2012,0.7509,precinct-mcd-2012,exact,True,,
2642160,Kalamazoo,MI,2016,0.7679,Fekrazad-RLCR,precinct,True,,
2642160,Kalamazoo,MI,2020,0.7868,Fekrazad-RLCR,precinct,True,,
2642160,Kalamazoo,MI,2024,0.7804,Metcalf+NYT,precinct,True,,
2642820,Kentwood,MI,2004,0.4122,precinct-mcd-2004,exact,True,,
2642820,Kentwood,MI,2008,0.5421,rebuilt-EDA-precinct,precinct,True,,
2642820,Kentwood,MI,2012,0.5199,precinct-mcd-2012,exact,True,,
2642820,Kentwood,MI,2016,0.5662,Fekrazad-RLCR,precinct,True,,
2642820,Kentwood,MI,2020,0.6087,Fekrazad-RLCR,precinct,True,,
2642820,Kentwood,MI,2024,0.596,Metcalf+NYT,precinct,True,,
2646000,Lansing,MI,2004,0.6708,precinct-mcd-2004,exact,True,,
2646000,Lansing,MI,2008,0.7609,rebuilt-EDA-precinct,precinct,True,,
2646000,Lansing,MI,2012,0.7574,precinct-mcd-2012,exact,True,,
2646000,Lansing,MI,2016,0.7358,Fekrazad-RLCR,precinct,True,,
2646000,Lansing,MI,2020,0.7462,Fekrazad-RLCR,precinct,True,,
2646000,Lansing,MI,2024,0.7344,Metcalf+NYT,precinct,True,,
2649000,Livonia,MI,2004,0.4509,precinct-mcd-2004,exact,True,,
2649000,Livonia,MI,2008,0.5015,rebuilt-EDA-precinct,precinct,True,,
2649000,Livonia,MI,2012,0.4783,precinct-mcd-2012,exact,True,,
2649000,Livonia,MI,2016,0.4613,Fekrazad-RLCR,precinct,True,,
2649000,Livonia,MI,2020,0.5094,Fekrazad-RLCR,precinct,True,,
2649000,Livonia,MI,2024,0.503,Metcalf+NYT,precinct,True,,
2659440,Novi,MI,2004,0.4229,precinct-mcd-2004,exact,True,,
2659440,Novi,MI,2008,0.5204,rebuilt-EDA-precinct,precinct,True,,
2659440,Novi,MI,2012,0.4895,precinct-mcd-2012,exact,True,,
2659440,Novi,MI,2016,0.531,Fekrazad-RLCR,precinct,True,,
2659440,Novi,MI,2020,0.5835,Fekrazad-RLCR,precinct,True,,
2659440,Novi,MI,2024,0.5701,Metcalf+NYT,precinct,True,,
2665440,Pontiac,MI,2004,0.7979,precinct-mcd-2004,exact,True,,
2665440,Pontiac,MI,2008,0.8773,rebuilt-EDA-precinct,precinct,True,,
2665440,Pontiac,MI,2012,0.885,precinct-mcd-2012,exact,True,,
2665440,Pontiac,MI,2016,0.8466,Fekrazad-RLCR,precinct,True,,
2665440,Pontiac,MI,2020,0.8188,Fekrazad-RLCR,precinct,True,,
2665440,Pontiac,MI,2024,0.785,Metcalf+NYT,precinct,True,,
2669035,Rochester Hills,MI,2004,0.4065,precinct-mcd-2004,exact,True,,
2669035,Rochester Hills,MI,2008,0.4859,rebuilt-EDA-precinct,precinct,True,,
2669035,Rochester Hills,MI,2012,0.4496,precinct-mcd-2012,exact,True,,
2669035,Rochester Hills,MI,2016,0.4703,Fekrazad-RLCR,precinct,True,,
2669035,Rochester Hills,MI,2020,0.5167,Fekrazad-RLCR,precinct,True,,
2669035,Rochester Hills,MI,2024,0.5008,Metcalf+NYT,precinct,True,,
2670040,Royal Oak,MI,2004,0.5521,precinct-mcd-2004,exact,True,,
2670040,Royal Oak,MI,2008,0.623,rebuilt-EDA-precinct,precinct,True,,
2670040,Royal Oak,MI,2012,0.5895,precinct-mcd-2012,exact,True,,
2670040,Royal Oak,MI,2016,0.6252,Fekrazad-RLCR,precinct,True,,
2670040,Royal Oak,MI,2020,0.6671,Fekrazad-RLCR,precinct,True,,
2670040,Royal Oak,MI,2024,0.6643,Metcalf+NYT,precinct,True,,
2670760,St. Clair Shores,MI,2004,0.5081,precinct-mcd-2004,exact,True,,
2670760,St. Clair Shores,MI,2008,0.535,rebuilt-EDA-precinct,precinct,True,,
2670760,St. Clair Shores,MI,2012,0.5165,precinct-mcd-2012,exact,True,,
2670760,St. Clair Shores,MI,2016,0.4372,Fekrazad-RLCR,precinct,True,,
2670760,St. Clair Shores,MI,2020,0.4676,Fekrazad-RLCR,precinct,True,,
2670760,St. Clair Shores,MI,2024,0.4527,Metcalf+NYT,precinct,True,,
2674900,Southfield,MI,2004,0.8231,precinct-mcd-2004,exact,True,,
2674900,Southfield,MI,2008,0.89,rebuilt-EDA-precinct,precinct,True,,
2674900,Southfield,MI,2012,0.8983,precinct-mcd-2012,exact,True,,
2674900,Southfield,MI,2016,0.8929,Fekrazad-RLCR,precinct,True,,
2674900,Southfield,MI,2020,0.8782,Fekrazad-RLCR,precinct,True,,
2674900,Southfield,MI,2024,0.8555,Metcalf+NYT,precinct,True,,
2676460,Sterling Heights,MI,2004,0.4816,precinct-mcd-2004,exact,True,,
2676460,Sterling Heights,MI,2008,0.5377,rebuilt-EDA-precinct,precinct,True,,
2676460,Sterling Heights,MI,2012,0.5094,precinct-mcd-2012,exact,True,,
2676460,Sterling Heights,MI,2016,0.4373,Fekrazad-RLCR,precinct,True,,
2676460,Sterling Heights,MI,2020,0.443,Fekrazad-RLCR,precinct,True,,
2676460,Sterling Heights,MI,2024,0.3893,Metcalf+NYT,precinct,True,,
2679000,Taylor,MI,2004,0.6106,precinct-mcd-2004,exact,True,,
2679000,Taylor,MI,2008,0.6518,rebuilt-EDA-precinct,precinct,True,,
2679000,Taylor,MI,2012,0.6522,precinct-mcd-2012,exact,True,,
2679000,Taylor,MI,2016,0.5298,Fekrazad-RLCR,precinct,True,,
2679000,Taylor,MI,2020,0.5289,Fekrazad-RLCR,precinct,True,,
2679000,Taylor,MI,2024,0.5003,Metcalf+NYT,precinct,True,,
2680700,Troy,MI,2004,0.4292,precinct-mcd-2004,exact,True,,
2680700,Troy,MI,2008,0.5034,rebuilt-EDA-precinct,precinct,True,,
2680700,Troy,MI,2012,0.4716,precinct-mcd-2012,exact,True,,
2680700,Troy,MI,2016,0.5039,Fekrazad-RLCR,precinct,True,,
2680700,Troy,MI,2020,0.5548,Fekrazad-RLCR,precinct,True,,
2680700,Troy,MI,2024,0.5366,Metcalf+NYT,precinct,True,,
2684000,Warren,MI,2004,0.5625,precinct-mcd-2004,exact,True,,
2684000,Warren,MI,2008,0.6059,rebuilt-EDA-precinct,precinct,True,,
2684000,Warren,MI,2012,0.6185,precinct-mcd-2012,exact,True,,
2684000,Warren,MI,2016,0.5487,Fekrazad-RLCR,precinct,True,,
2684000,Warren,MI,2020,0.5662,Fekrazad-RLCR,precinct,True,,
2684000,Warren,MI,2024,0.5271,Metcalf+NYT,precinct,True,,
2686000,Westland,MI,2004,0.5865,precinct-mcd-2004,exact,True,,
2686000,Westland,MI,2008,0.6599,rebuilt-EDA-precinct,precinct,True,,
2686000,Westland,MI,2012,0.6543,precinct-mcd-2012,exact,True,,
2686000,Westland,MI,2016,0.5871,Fekrazad-RLCR,precinct,True,,
2686000,Westland,MI,2020,0.5983,Fekrazad-RLCR,precinct,True,,
2686000,Westland,MI,2024,0.5736,Metcalf+NYT,precinct,True,,
2688940,Wyoming,MI,2004,0.3927,precinct-mcd-2004,exact,True,,
2688940,Wyoming,MI,2008,0.5099,rebuilt-EDA-precinct,precinct,True,,
2688940,Wyoming,MI,2012,0.4752,precinct-mcd-2012,exact,True,,
2688940,Wyoming,MI,2016,0.4804,Fekrazad-RLCR,precinct,True,,
2688940,Wyoming,MI,2020,0.534,Fekrazad-RLCR,precinct,True,,
2688940,Wyoming,MI,2024,0.5324,Metcalf+NYT,precinct,True,,
2701900,Apple Valley,MN,2004,0.4769,precinct-mcd-2004,exact,True,,
2701900,Apple Valley,MN,2008,0.5279,rebuilt-EDA-precinct,precinct,True,,
2701900,Apple Valley,MN,2012,0.5247,precinct-mcd-2012,exact,True,,
2701900,Apple Valley,MN,2016,0.5573,Fekrazad-RLCR,precinct,True,,
2701900,Apple Valley,MN,2020,0.6122,Fekrazad-RLCR,precinct,True,,
2701900,Apple Valley,MN,2024,0.615,Metcalf+NYT,precinct,True,,
2706382,Blaine,MN,2004,0.4808,precinct-mcd-2004,exact,True,,
2706382,Blaine,MN,2008,0.5125,rebuilt-EDA-precinct,precinct,True,,
2706382,Blaine,MN,2012,0.5083,precinct-mcd-2012,exact,True,,
2706382,Blaine,MN,2016,0.4816,Fekrazad-RLCR,precinct,True,,
2706382,Blaine,MN,2020,0.5259,Fekrazad-RLCR,precinct,True,,
2706382,Blaine,MN,2024,0.5122,Metcalf+NYT,precinct,True,,
2706616,Bloomington,MN,2004,0.5285,precinct-mcd-2004,exact,True,,
2706616,Bloomington,MN,2008,0.5684,rebuilt-EDA-precinct,precinct,True,,
2706616,Bloomington,MN,2012,0.5679,precinct-mcd-2012,exact,True,,
2706616,Bloomington,MN,2016,0.6065,Fekrazad-RLCR,precinct,True,,
2706616,Bloomington,MN,2020,0.6554,Fekrazad-RLCR,precinct,True,,
2706616,Bloomington,MN,2024,0.657,Metcalf+NYT,precinct,True,,
2707966,Brooklyn Park,MN,2004,0.5455,precinct-mcd-2004,exact,True,,
2707966,Brooklyn Park,MN,2008,0.6177,rebuilt-EDA-precinct,precinct,True,,
2707966,Brooklyn Park,MN,2012,0.6345,precinct-mcd-2012,exact,True,,
2707966,Brooklyn Park,MN,2016,0.6616,Fekrazad-RLCR,precinct,True,,
2707966,Brooklyn Park,MN,2020,0.682,Fekrazad-RLCR,precinct,True,,
2707966,Brooklyn Park,MN,2024,0.6735,Metcalf+NYT,precinct,True,,
2708794,Burnsville,MN,2004,0.4938,precinct-mcd-2004,exact,True,,
2708794,Burnsville,MN,2008,0.5402,rebuilt-EDA-precinct,precinct,True,,
2708794,Burnsville,MN,2012,0.537,precinct-mcd-2012,exact,True,,
2708794,Burnsville,MN,2016,0.5639,Fekrazad-RLCR,precinct,True,,
2708794,Burnsville,MN,2020,0.6163,Fekrazad-RLCR,precinct,True,,
2708794,Burnsville,MN,2024,0.6073,Metcalf+NYT,precinct,True,,
2713114,Coon Rapids,MN,2004,0.4859,precinct-mcd-2004,exact,True,,
2713114,Coon Rapids,MN,2008,0.5161,rebuilt-EDA-precinct,precinct,True,,
2713114,Coon Rapids,MN,2012,0.5231,precinct-mcd-2012,exact,True,,
2713114,Coon Rapids,MN,2016,0.4798,Fekrazad-RLCR,precinct,True,,
2713114,Coon Rapids,MN,2020,0.5364,Fekrazad-RLCR,precinct,True,,
2713114,Coon Rapids,MN,2024,0.5302,Metcalf+NYT,precinct,True,,
2717000,Duluth,MN,2004,0.6812,precinct-mcd-2004,exact,True,,
2717000,Duluth,MN,2008,0.6966,rebuilt-EDA-precinct,precinct,True,,
2717000,Duluth,MN,2012,0.694,precinct-mcd-2012,exact,True,,
2717000,Duluth,MN,2016,0.6586,Fekrazad-RLCR,precinct,True,,
2717000,Duluth,MN,2020,0.699,Fekrazad-RLCR,precinct,True,,
2717000,Duluth,MN,2024,0.698,Metcalf+NYT,precinct,True,,
2717288,Eagan,MN,2004,0.5079,precinct-mcd-2004,exact,True,,
2717288,Eagan,MN,2008,0.5564,rebuilt-EDA-precinct,precinct,True,,
2717288,Eagan,MN,2012,0.5443,precinct-mcd-2012,exact,True,,
2717288,Eagan,MN,2016,0.5961,Fekrazad-RLCR,precinct,True,,
2717288,Eagan,MN,2020,0.6485,Fekrazad-RLCR,precinct,True,,
2717288,Eagan,MN,2024,0.6501,Metcalf+NYT,precinct,True,,
2718116,Eden Prairie,MN,2004,0.4392,precinct-mcd-2004,exact,True,,
2718116,Eden Prairie,MN,2008,0.5153,rebuilt-EDA-precinct,precinct,True,,
2718116,Eden Prairie,MN,2012,0.4887,precinct-mcd-2012,exact,True,,
2718116,Eden Prairie,MN,2016,0.5772,Fekrazad-RLCR,precinct,True,,
2718116,Eden Prairie,MN,2020,0.6312,Fekrazad-RLCR,precinct,True,,
2718116,Eden Prairie,MN,2024,0.6386,Metcalf+NYT,precinct,True,,
2718188,Edina,MN,2004,0.513,precinct-mcd-2004,exact,True,,
2718188,Edina,MN,2008,0.5602,rebuilt-EDA-precinct,precinct,True,,
2718188,Edina,MN,2012,0.534,precinct-mcd-2012,exact,True,,
2718188,Edina,MN,2016,0.6486,Fekrazad-RLCR,precinct,True,,
2718188,Edina,MN,2020,0.6924,Fekrazad-RLCR,precinct,True,,
2718188,Edina,MN,2024,0.6989,Metcalf+NYT,precinct,True,,
2735180,Lakeville,MN,2004,0.398,precinct-mcd-2004,exact,True,,
2735180,Lakeville,MN,2008,0.4484,rebuilt-EDA-precinct,precinct,True,,
2735180,Lakeville,MN,2012,0.4264,precinct-mcd-2012,exact,True,,
2735180,Lakeville,MN,2016,0.4356,Fekrazad-RLCR,precinct,True,,
2735180,Lakeville,MN,2020,0.4949,Fekrazad-RLCR,precinct,True,,
2735180,Lakeville,MN,2024,0.4983,Metcalf+NYT,precinct,True,,
2740166,Maple Grove,MN,2004,0.4254,precinct-mcd-2004,exact,True,,
2740166,Maple Grove,MN,2008,0.4759,rebuilt-EDA-precinct,precinct,True,,
2740166,Maple Grove,MN,2012,0.4598,precinct-mcd-2012,exact,True,,
2740166,Maple Grove,MN,2016,0.5138,Fekrazad-RLCR,precinct,True,,
2740166,Maple Grove,MN,2020,0.5698,Fekrazad-RLCR,precinct,True,,
2740166,Maple Grove,MN,2024,0.5802,Metcalf+NYT,precinct,True,,
2743000,Minneapolis,MN,2004,0.7896,precinct-mcd-2004,exact,True,,
2743000,Minneapolis,MN,2008,0.8287,rebuilt-EDA-precinct,precinct,True,,
2743000,Minneapolis,MN,2012,0.8291,precinct-mcd-2012,exact,True,,
2743000,Minneapolis,MN,2016,0.8717,Fekrazad-RLCR,precinct,True,,
2743000,Minneapolis,MN,2020,0.8839,Fekrazad-RLCR,precinct,True,,
2743000,Minneapolis,MN,2024,0.8788,Metcalf+NYT,precinct,True,,
2743252,Minnetonka,MN,2004,0.5369,precinct-mcd-2004,exact,True,,
2743252,Minnetonka,MN,2008,0.5819,rebuilt-EDA-precinct,precinct,True,,
2743252,Minnetonka,MN,2012,0.5602,precinct-mcd-2012,exact,True,,
2743252,Minnetonka,MN,2016,0.6332,Fekrazad-RLCR,precinct,True,,
2743252,Minnetonka,MN,2020,0.6768,Fekrazad-RLCR,precinct,True,,
2743252,Minnetonka,MN,2024,0.6807,Metcalf+NYT,precinct,True,,
2751730,Plymouth,MN,2004,0.4761,precinct-mcd-2004,exact,True,,
2751730,Plymouth,MN,2008,0.5286,rebuilt-EDA-precinct,precinct,True,,
2751730,Plymouth,MN,2012,0.5099,precinct-mcd-2012,exact,True,,
2751730,Plymouth,MN,2016,0.5859,Fekrazad-RLCR,precinct,True,,
2751730,Plymouth,MN,2020,0.6329,Fekrazad-RLCR,precinct,True,,
2751730,Plymouth,MN,2024,0.6435,Metcalf+NYT,precinct,True,,
